depa	ano	culti	precio
HUIL	2018	DURAZNO IMPORTADO	7249,333333
HUIL	2018	ESPINACA	2397,166667
HUIL	2018	FRESA	4174,166667
HUIL	2018	FRIJOL NIMA CALIMA	5102,583333
HUIL	2018	FRIJOL VERDE EN VAINA	2423,083333
HUIL	2018	GARBANZO IMPORTADO	5084,833333
HUIL	2018	GRANADILLA	3206,416667
HUIL	2018	GUAYABA PERA	1629,5
HUIL	2018	GULUPA	1899,5
HUIL	2018	HABICHUELA	1687,916667
HUIL	2018	KIWI	6113
HUIL	2018	LECHUGA BATAVIA	1373,916667
HUIL	2018	LECHUGA CRESPA VERDE	1230,916667
HUIL	2018	LENTEJA IMPORTADA	3096,583333
HUIL	2018	LIMON COMUN	1367,916667
HUIL	2018	LIMON TAHITI	1320,5
HUIL	2018	LULO	2167,166667
HUIL	2018	MAIZ AMARILLO CASCARA	941,9166667
HUIL	2018	MAIZ BLANCO TRILLADO	1345,75
HUIL	2018	MANDARINA ARRAYANA	1595,333333
HUIL	2018	MANGO COMUN	1223,583333
HUIL	2018	MANGO TOMMY	2131
HUIL	2018	MANZANA ROJA IMPORTADA	4852,333333
HUIL	2018	MANZANA ROYAL GALA IMPORTADA	4857,166667
HUIL	2018	MANZANA VERDE IMPORTADA	5347,25
HUIL	2018	MARACUYA HUILENSE	2162,75
HUIL	2018	MELON CANTALUP	1670
HUIL	2018	MORA DE CASTILLA	2032,25
HUIL	2018	NARANJA COMUN	363,7272727
HUIL	2018	NARANJA SWEET	766,4166667
HUIL	2018	PAPA CRIOLLA LIMPIA	1414
HUIL	2018	PAPA R-12 NEGRA	941,8333333
HUIL	2018	PAPA SUPERIOR	900,25
HUIL	2018	PAPA SUPREMA	812,0833333
HUIL	2018	PAPA UNICA	752,5833333
HUIL	2018	PAPAYA MARADOL	1343,583333
HUIL	2018	PEPINO COHOMBRO	1165,75
HUIL	2018	PEPINO DE RELLENAR	1566,75
HUIL	2018	PERA IMPORTADA	5274,916667
HUIL	2018	PEREJIL	5074
HUIL	2018	PIMENTON	1902,166667
HUIL	2018	PINA GOLD	1321
HUIL	2018	PINA PEROLERA	1185,333333
HUIL	2018	PITAHAYA	5420,363636
HUIL	2018	PLATANO GUINEO	997,2
HUIL	2018	PLATANO HARTON MADURO	1052,666667
HUIL	2018	PLATANO HARTON VERDE	1054,75
HUIL	2018	RABANO ROJO	3292,9
HUIL	2018	REMOLACHA	975,5
HUIL	2018	REPOLLO BLANCO BOGOTANO	1172,166667
HUIL	2018	TOMATE CHONTO	1700,083333
HUIL	2018	TOMATE DE ARBOL	2011,833333
HUIL	2018	TOMATE LARGA VIDA	2224,416667
HUIL	2018	UVA ISABELA	1915,666667
HUIL	2018	UVA ROJA	4920,416667
HUIL	2018	UVA VERDE	6480,428571
HUIL	2018	YUCA ICA	1386,916667
HUIL	2018	ZANAHORIA	1123,75
HUIL	2019	ACELGA	1535,5
HUIL	2019	AGUACATE COMUN	2783,666667
HUIL	2019	AGUACATE PAPELILLO	4125,916667
HUIL	2019	AHUYAMIN SAKATA	1063,5
HUIL	2019	AJO IMPORTADO	4039
HUIL	2019	APIO	1438,583333
HUIL	2019	ARRACACHA AMARILLA	1729
HUIL	2019	ARROZ DE PRIMERA	2443,416667
HUIL	2019	ARVEJA VERDE EN VAINA	2903,166667
HUIL	2019	BADEA	1778,5
HUIL	2019	BANANO CRIOLLO	937,1666667
HUIL	2019	BROCOLI	3585,666667
HUIL	2019	CEBOLLA CABEZONA BLANCA BOGOTANA	1270,166667
HUIL	2019	CEBOLLA CABEZONA ROJA	2428,083333
HUIL	2019	CEBOLLA JUNCA AQUITANIA	1457,666667
HUIL	2019	CHOCOLO MAZORCA	843,5
HUIL	2019	CILANTRO	4183,625
HUIL	2019	CIRUELA ROJA	2451,666667
HUIL	2019	COLIFLOR	2484
HUIL	2019	CURUBA	1669,416667
HUIL	2019	ESPINACA	2267,833333
HUIL	2019	FRESA	4370,333333
HUIL	2019	FRIJOL NIMA CALIMA	5128,583333
HUIL	2019	FRIJOL VERDE EN VAINA	2576,25
HUIL	2019	GARBANZO IMPORTADO	4531,916667
HUIL	2019	GRANADILLA	3357,333333
HUIL	2019	GUAYABA PERA	1594,166667
HUIL	2019	GULUPA	2169,5
HUIL	2019	HABICHUELA	1786,416667
HUIL	2019	KIWI	6494,5
HUIL	2019	LECHUGA BATAVIA	1212,583333
HUIL	2019	LECHUGA CRESPA VERDE	1872
HUIL	2019	LENTEJA IMPORTADA	2685,416667
HUIL	2019	LIMON COMUN	1533,5
HUIL	2019	LIMON TAHITI	1469,916667
HUIL	2019	LULO	2556,083333
HUIL	2019	MAIZ AMARILLO CASCARA	1127,666667
HUIL	2019	MAIZ BLANCO TRILLADO	1577,916667
HUIL	2019	MANDARINA ARRAYANA	1850
HUIL	2019	MANGO COMUN	1122,727273
HUIL	2019	MANGO TOMMY	1977
HUIL	2019	MANZANA ROJA IMPORTADA	5625,083333
HUIL	2019	MANZANA ROYAL GALA IMPORTADA	5629,916667
HUIL	2019	MANZANA VERDE IMPORTADA	6376,916667
HUIL	2019	MARACUYA HUILENSE	2102,666667
HUIL	2019	MELON CANTALUP	1771,166667
HUIL	2019	MORA DE CASTILLA	1992,583333
HUIL	2019	NARANJA COMUN	399,1666667
HUIL	2019	NARANJA SWEET	809,75
HUIL	2019	PAPA BETINA	831
HUIL	2019	PAPA CRIOLLA LIMPIA	2650,777778
HUIL	2019	PAPA R-12 NEGRA	1070
HUIL	2019	PAPA SUPERIOR	1021,166667
HUIL	2019	PAPA SUPREMA	930
HUIL	2019	PAPA UNICA	868,0833333
HUIL	2019	PAPAYA MARADOL	1604,5
HUIL	2019	PEPINO COHOMBRO	1360,333333
HUIL	2019	PEPINO DE RELLENAR	1540,25
HUIL	2019	PERA IMPORTADA	5619,666667
HUIL	2019	PEREJIL	4731,5
HUIL	2019	PIMENTON	1755,75
HUIL	2019	PINA GOLD	1656,416667
HUIL	2019	PINA PEROLERA	1574,583333
HUIL	2019	PITAHAYA	4766,3
HUIL	2019	PLATANO GUINEO	1054,833333
HUIL	2019	PLATANO HARTON MADURO	1440,166667
HUIL	2019	PLATANO HARTON VERDE	1440,5
HUIL	2019	RABANO ROJO	3491,4
HUIL	2019	REMOLACHA	773,1666667
HUIL	2019	REPOLLO BLANCO	723,7142857
HUIL	2019	TOMATE CHONTO	1759,833333
HUIL	2019	TOMATE DE ARBOL	1878,833333
HUIL	2019	TOMATE LARGA VIDA	2314,333333
HUIL	2019	UVA ISABELA	1980,166667
HUIL	2019	UVA ROJA	4916,25
HUIL	2019	UVA VERDE	7056,25
HUIL	2019	YUCA ICA	1986,416667
HUIL	2019	ZANAHORIA	1198
HUIL	2020	ACELGA	1586,083333
HUIL	2020	AGUACATE COMUN	2694
HUIL	2020	AGUACATE PAPELILLO	4176,833333
HUIL	2020	AHUYAMIN SAKATA	943,1666667
HUIL	2020	AJO IMPORTADO	4512
HUIL	2020	APIO	1310,666667
HUIL	2020	ARRACACHA AMARILLA	1609,583333
HUIL	2020	ARROZ DE PRIMERA	3036,083333
HUIL	2020	ARVEJA VERDE EN VAINA	2893,9
HUIL	2020	BADEA	1743,25
HUIL	2020	BANANO CRIOLLO	1297,666667
HUIL	2020	BROCOLI	4011,222222
HUIL	2020	CEBOLLA CABEZONA BLANCA BOGOTANA	1324,666667
HUIL	2020	CEBOLLA CABEZONA ROJA	2278,272727
HUIL	2020	CEBOLLA JUNCA AQUITANIA	1503,666667
HUIL	2020	CHOCOLO MAZORCA	950,6666667
HUIL	2020	CILANTRO	3905,2
HUIL	2020	CIRUELA ROJA	2269,583333
HUIL	2020	COLIFLOR	2404,666667
HUIL	2020	CURUBA	1540,416667
HUIL	2020	ESPINACA	2613,25
HUIL	2020	FRESA	4715,916667
HUIL	2020	FRIJOL NIMA CALIMA	5145,333333
HUIL	2020	FRIJOL VERDE EN VAINA	2388,666667
HUIL	2020	GARBANZO IMPORTADO	4421,25
HUIL	2020	GRANADILLA	3097,666667
HUIL	2020	GUAYABA PERA	1436,166667
HUIL	2020	GULUPA	1946,916667
HUIL	2020	HABICHUELA	2046,833333
HUIL	2020	KIWI	7145,5
HUIL	2020	LECHUGA BATAVIA	1393,583333
HUIL	2020	LECHUGA CRESPA VERDE	3326,833333
HUIL	2020	LENTEJA IMPORTADA	3726,5
HUIL	2020	LIMON COMUN	1567,75
HUIL	2020	LIMON TAHITI	1592,416667
HUIL	2020	LULO	2221,833333
HUIL	2020	MAIZ AMARILLO CASCARA	1119,916667
HUIL	2020	MAIZ BLANCO TRILLADO	1577,666667
HUIL	2020	MANDARINA ARRAYANA	1957,833333
HUIL	2020	MANGO COMUN	1120,9
HUIL	2020	MANGO TOMMY	2082,636364
HUIL	2020	MANZANA ROJA IMPORTADA	5809,5
HUIL	2020	MANZANA ROYAL GALA IMPORTADA	5702,25
HUIL	2020	MANZANA VERDE IMPORTADA	6524,083333
HUIL	2020	MARACUYA HUILENSE	2051,333333
HUIL	2020	MELON CANTALUP	1643,833333
HUIL	2020	MORA DE CASTILLA	1935,333333
HUIL	2020	NARANJA COMUN	409,25
HUIL	2020	NARANJA SWEET	892,5
HUIL	2020	PAPA BETINA	582,4166667
HUIL	2020	PAPA CRIOLLA LIMPIA	1701,083333
HUIL	2020	PAPA R-12 NEGRA	793,1818182
HUIL	2020	PAPA SUPERIOR	821,75
HUIL	2020	PAPA UNICA	642,6666667
HUIL	2020	PAPAYA MARADOL	1379,916667
HUIL	2020	PEPINO COHOMBRO	1281,333333
HUIL	2020	PEPINO DE RELLENAR	1573,833333
HUIL	2020	PERA IMPORTADA	6304,916667
HUIL	2020	PEREJIL	4706,5
HUIL	2020	PIMENTON	1727,5
HUIL	2020	PINA GOLD	1841,666667
HUIL	2020	PINA PEROLERA	1754,181818
HUIL	2020	PITAHAYA	5322,363636
HUIL	2020	PLATANO GUINEO	1133,916667
HUIL	2020	PLATANO HARTON MADURO	1292,25
HUIL	2020	PLATANO HARTON VERDE	1295,25
HUIL	2020	RABANO ROJO	3364,727273
HUIL	2020	REMOLACHA	1556,333333
HUIL	2020	REPOLLO BLANCO	563,2857143
HUIL	2020	TOMATE CHONTO	1734,666667
HUIL	2020	TOMATE DE ARBOL	1879,5
HUIL	2020	TOMATE LARGA VIDA	2204
HUIL	2020	UVA ISABELA	1850,25
HUIL	2020	UVA ROJA	5341,25
HUIL	2020	UVA VERDE	5944,4
HUIL	2020	YUCA ICA	1431,583333
HUIL	2020	ZANAHORIA	1635,833333
HUIL	2021	ACELGA	2126,75
HUIL	2021	AGUACATE COMUN	3158,416667
HUIL	2021	AGUACATE PAPELILLO	4564,333333
HUIL	2021	AHUYAMIN SAKATA	1591,75
HUIL	2021	APIO	1804,25
HUIL	2021	ARRACACHA AMARILLA	1191,083333
HUIL	2021	ARROZ DE PRIMERA	2478,666667
HUIL	2021	ARVEJA VERDE EN VAINA	3937,111111
HUIL	2021	BADEA	2085,083333
HUIL	2021	BANANO CRIOLLO	1261,083333
HUIL	2021	BROCOLI	4278,555556
HUIL	2021	CEBOLLA CABEZONA BLANCA BOGOTANA	1194,833333
HUIL	2021	CEBOLLA CABEZONA ROJA	2117,181818
HUIL	2021	CEBOLLA CABEZONA ROJA PERUANA	2415
HUIL	2021	CEBOLLA JUNCA AQUITANIA	1343,833333
HUIL	2021	CHOCOLO MAZORCA	1195,75
HUIL	2021	CILANTRO	3756
HUIL	2021	CIRUELA ROJA	2244,166667
HUIL	2021	COLIFLOR	2335,75
HUIL	2021	CURUBA	1621,583333
HUIL	2021	DURAZNO IMPORTADO	7885
HUIL	2021	ESPINACA	2813,8
HUIL	2021	FRESA	5613,833333
HUIL	2021	FRIJOL NIMA CALIMA	4840,333333
HUIL	2021	FRIJOL VERDE EN VAINA	3052,166667
HUIL	2021	GARBANZO IMPORTADO	4409,333333
HUIL	2021	GRANADILLA	3461,416667
HUIL	2021	GUAYABA PERA	1612,666667
HUIL	2021	GULUPA	2192,916667
HUIL	2021	HABICHUELA	2486,416667
HUIL	2021	LECHUGA BATAVIA	1551,5
HUIL	2021	LECHUGA CRESPA VERDE	3491,166667
HUIL	2021	LENTEJA IMPORTADA	4425,166667
HUIL	2021	LIMON COMUN	1608,5
HUIL	2021	LIMON TAHITI	2050,5
HUIL	2021	LULO	2930,25
HUIL	2021	MAIZ AMARILLO CASCARA	1430,833333
HUIL	2021	MAIZ BLANCO TRILLADO	1835,083333
HUIL	2021	MANDARINA ARRAYANA	1984,333333
HUIL	2021	MANGO COMUN	1499,5
HUIL	2021	MANGO TOMMY	2139,272727
HUIL	2021	MANZANA ROJA IMPORTADA	7198,4
HUIL	2021	MANZANA ROYAL GALA IMPORTADA	6781,25
HUIL	2021	MANZANA VERDE IMPORTADA	7076,333333
HUIL	2021	MARACUYA HUILENSE	2284
HUIL	2021	MELON CANTALUP	1908,75
HUIL	2021	MORA DE CASTILLA	2229,75
HUIL	2021	NARANJA COMUN	509,0909091
HUIL	2021	NARANJA SWEET	1069,25
HUIL	2021	PAPA BETINA	813,25
HUIL	2021	PAPA CRIOLLA LIMPIA	2471,444444
HUIL	2021	PAPA R-12 NEGRA	1276,625
HUIL	2021	PAPA SUPERIOR	1241,083333
HUIL	2021	PAPA UNICA	1140,833333
HUIL	2021	PAPAYA MARADOL	1811,333333
HUIL	2021	PAPAYA PAULINA	1421
HUIL	2021	PEPINO COHOMBRO	1632,583333
HUIL	2021	PEPINO DE RELLENAR	1974,583333
HUIL	2021	PERA IMPORTADA	6669,625
HUIL	2021	PIMENTON	1870,916667
HUIL	2021	PINA GOLD	1595
HUIL	2021	PINA PEROLERA	1571,363636
HUIL	2021	PITAHAYA	5957
HUIL	2021	PLATANO GUINEO	993,1666667
HUIL	2021	PLATANO HARTON MADURO	1171,416667
HUIL	2021	PLATANO HARTON VERDE	1181,583333
HUIL	2021	RABANO ROJO	4050
HUIL	2021	REMOLACHA	1347,333333
HUIL	2021	REPOLLO BLANCO	1132,333333
HUIL	2021	TOMATE CHONTO	2048,583333
HUIL	2021	TOMATE DE ARBOL	2287,916667
HUIL	2021	TOMATE LARGA VIDA	2654,666667
HUIL	2021	UVA ISABELA	1894,833333
HUIL	2021	UVA ROJA	6431,090909
HUIL	2021	YUCA ICA	1621,25
HUIL	2021	ZANAHORIA	1786,916667
HUIL	2022	ACELGA	2320,75
HUIL	2022	AGUACATE COMUN	4096,272727
HUIL	2022	AGUACATE PAPELILLO	5806,333333
HUIL	2022	AHUYAMIN SAKATA	1438
HUIL	2022	APIO	1739,75
HUIL	2022	ARRACACHA AMARILLA	1996,75
HUIL	2022	ARROZ DE PRIMERA	3354,5
HUIL	2022	ARVEJA VERDE EN VAINA	4630,25
HUIL	2022	BADEA	2345,428571
HUIL	2022	BANANO CRIOLLO	1515,916667
HUIL	2022	BROCOLI	4458,5
HUIL	2022	CEBOLLA CABEZONA BLANCA BOGOTANA	2525,166667
HUIL	2022	CEBOLLA CABEZONA ROJA	2897,416667
HUIL	2022	CEBOLLA JUNCA AQUITANIA	2032,083333
HUIL	2022	CHOCOLO MAZORCA	1409,5
HUIL	2022	CIRUELA ROJA	3005,25
HUIL	2022	COLIFLOR	2936,416667
HUIL	2022	CURUBA	1733,916667
HUIL	2022	ESPINACA	3183,125
HUIL	2022	FRESA	6667,25
HUIL	2022	FRIJOL NIMA CALIMA	8071,833333
HUIL	2022	FRIJOL VERDE EN VAINA	4356,75
HUIL	2022	GARBANZO IMPORTADO	6205,166667
HUIL	2022	GRANADILLA	5663,833333
HUIL	2022	GUAYABA PERA	2183,833333
HUIL	2022	GULUPA	2446,666667
HUIL	2022	HABICHUELA	3424,416667
HUIL	2022	LECHUGA BATAVIA	1940
HUIL	2022	LECHUGA CRESPA VERDE	3358
HUIL	2022	LENTEJA IMPORTADA	6278,916667
HUIL	2022	LIMON COMUN	2696,916667
HUIL	2022	LIMON TAHITI	2873,75
HUIL	2022	LULO	4310,833333
HUIL	2022	MAIZ AMARILLO CASCARA	1832,916667
HUIL	2022	MAIZ BLANCO TRILLADO	2684,75
HUIL	2022	MANDARINA ARRAYANA	2851,666667
HUIL	2022	MANGO COMUN	1583,428571
HUIL	2022	MANGO TOMMY	3337,916667
HUIL	2022	MANZANA ROJA IMPORTADA	7690
HUIL	2022	MANZANA ROYAL GALA IMPORTADA	7239,555556
HUIL	2022	MANZANA VERDE IMPORTADA	7689
HUIL	2022	MARACUYA HUILENSE	3028,583333
HUIL	2022	MELON CANTALUP	2420,416667
HUIL	2022	MORA DE CASTILLA	3337,666667
HUIL	2022	NARANJA COMUN	1035,4
HUIL	2022	NARANJA SWEET	1500,583333
HUIL	2022	PAPA CRIOLLA LIMPIA	2623,090909
HUIL	2022	PAPA R-12 NEGRA	1977,222222
HUIL	2022	PAPA SUPERIOR	1951,166667
HUIL	2022	PAPA UNICA	1766,25
HUIL	2022	PAPAYA MARADOL	2015,833333
HUIL	2022	PAPAYA PAULINA	1831,545455
HUIL	2022	PEPINO COHOMBRO	1704,666667
HUIL	2022	PEPINO DE RELLENAR	2328,083333
HUIL	2022	PERA IMPORTADA	7166,857143
HUIL	2022	PIMENTON	2226,5
HUIL	2022	PINA GOLD	1942,083333
HUIL	2022	PINA PEROLERA	1862,6
HUIL	2022	PITAHAYA	5918,5
HUIL	2022	PLATANO GUINEO	987,6666667
HUIL	2022	PLATANO HARTON MADURO	2033,666667
HUIL	2022	PLATANO HARTON VERDE	2039,416667
HUIL	2022	RABANO ROJO	3985,166667
HUIL	2022	REMOLACHA	2119,5
HUIL	2022	REPOLLO BLANCO	1115,666667
HUIL	2022	TOMATE CHONTO	2602,916667
HUIL	2022	TOMATE DE ARBOL	2814,333333
HUIL	2022	TOMATE LARGA VIDA	3317,166667
HUIL	2022	UVA ISABELA	2285,818182
HUIL	2022	UVA ROJA	7551,75
HUIL	2022	YUCA ICA	2692,666667
HUIL	2022	ZANAHORIA	1976,5
HUIL	2023	ACELGA	2319,083333
HUIL	2023	AGUACATE COMUN	4584,444444
HUIL	2023	AGUACATE PAPELILLO	6524,3
HUIL	2023	AHUYAMIN SAKATA	1500,083333
HUIL	2023	APIO	1824,916667
HUIL	2023	ARRACACHA AMARILLA	3209
HUIL	2023	ARROZ DE PRIMERA	3958
HUIL	2023	ARVEJA VERDE EN VAINA	4044,4
HUIL	2023	BADEA	2493,333333
HUIL	2023	BANANO CRIOLLO	1684,666667
HUIL	2023	BROCOLI	4897,666667
HUIL	2023	CEBOLLA CABEZONA BLANCA BOGOTANA	2129,25
HUIL	2023	CEBOLLA CABEZONA ROJA	2799,111111
HUIL	2023	CEBOLLA JUNCA AQUITANIA	2904,916667
HUIL	2023	CHOCOLO MAZORCA	1483,416667
HUIL	2023	CIRUELA ROJA	3501,5
HUIL	2023	COLIFLOR	3531,166667
HUIL	2023	CURUBA	1945,416667
HUIL	2023	ESPINACA	3736,909091
HUIL	2023	FRESA	7435
HUIL	2023	FRIJOL NIMA CALIMA	8081,75
HUIL	2023	FRIJOL VERDE EN VAINA	4008,9
HUIL	2023	GARBANZO IMPORTADO	7106,583333
HUIL	2023	GRANADILLA	5992,916667
HUIL	2023	GUAYABA PERA	2743,75
HUIL	2023	GULUPA	2804,916667
HUIL	2023	HABICHUELA	3011,090909
HUIL	2023	LECHUGA BATAVIA	1801,833333
HUIL	2023	LECHUGA CRESPA VERDE	3459,5
HUIL	2023	LENTEJA IMPORTADA	6917,5
HUIL	2023	LIMON COMUN	2541,416667
HUIL	2023	LIMON TAHITI	2698,181818
HUIL	2023	LULO	3846,25
HUIL	2023	MAIZ AMARILLO CASCARA	1885,083333
HUIL	2023	MAIZ BLANCO TRILLADO	2750,666667
HUIL	2023	MANDARINA ARRAYANA	3024,666667
HUIL	2023	MANGO COMUN	1663
HUIL	2023	MANGO TOMMY	3753,333333
HUIL	2023	MANZANA ROYAL GALA IMPORTADA	7495,5
HUIL	2023	MARACUYA HUILENSE	3430
HUIL	2023	MELON CANTALUP	2533,416667
HUIL	2023	MORA DE CASTILLA	3164,25
HUIL	2023	NARANJA COMUN	1029,545455
HUIL	2023	NARANJA SWEET	1481,083333
HUIL	2023	PAPA CRIOLLA LIMPIA	3007,333333
HUIL	2023	PAPA R-12 NEGRA	2012,333333
HUIL	2023	PAPA SUPERIOR	1711,333333
HUIL	2023	PAPA UNICA	1443,333333
HUIL	2023	PAPAYA MARADOL	2286,416667
HUIL	2023	PAPAYA PAULINA	2253,5
HUIL	2023	PEPINO COHOMBRO	1968,166667
HUIL	2023	PEPINO DE RELLENAR	2653,666667
HUIL	2023	PERA IMPORTADA	7498
HUIL	2023	PIMENTON	2589,75
HUIL	2023	PINA GOLD	3164,916667
HUIL	2023	PINA PEROLERA	2708,666667
HUIL	2023	PITAHAYA	6155
HUIL	2023	PLATANO GUINEO	1125,916667
HUIL	2023	PLATANO HARTON MADURO	2310,833333
HUIL	2023	PLATANO HARTON VERDE	2313,416667
HUIL	2023	RABANO ROJO	4120,090909
HUIL	2023	REMOLACHA	1745
HUIL	2023	REPOLLO BLANCO	1261,25
HUIL	2023	TOMATE CHONTO	2769,25
HUIL	2023	TOMATE DE ARBOL	3055,833333
HUIL	2023	TOMATE LARGA VIDA	3498,818182
HUIL	2023	UVA ISABELA	2305,083333
HUIL	2023	UVA ROJA	7507
HUIL	2023	YUCA ICA	2797,777778
HUIL	2023	ZANAHORIA	1905
MAGD	2016	AHUYAMA	863,1
MAGD	2016	APIO	1408,2
MAGD	2016	ARROZ DE PRIMERA	2629,2
MAGD	2016	ARROZ DE SEGUNDA	2546,3
MAGD	2016	ARROZ EXCELSO	3056,6
MAGD	2016	ARVEJA VERDE SECA IMPORTADA	2767,3
MAGD	2016	BANANO CRIOLLO	597,2
MAGD	2016	CEBOLLA CABEZONA BLANCA	1709,7
MAGD	2016	CEBOLLA CABEZONA ROJA OCANERA	2143,2
MAGD	2016	CEBOLLA JUNCA	1498,1
MAGD	2016	CHOCOLO MAZORCA	1022,4
MAGD	2016	CILANTRO	3825,25
MAGD	2016	CIRUELA IMPORTADA	5606
MAGD	2016	CURUBA	1720
MAGD	2016	FRIJOL CABEZA NEGRA IMPORTADO	3911,888889
MAGD	2016	FRIJOL PALOMITO IMPORTADO	3849,333333
MAGD	2016	FRIJOL ZARAGOZA	5152,75
MAGD	2016	GUAYABA COMUN	2270,9
MAGD	2016	HABICHUELA	2095,9
MAGD	2016	LECHUGA BATAVIA	1829,2
MAGD	2016	LENTEJA IMPORTADA	4944,888889
MAGD	2016	LIMON COMUN CIENAGA	1577,3
MAGD	2016	LULO	4047,4
MAGD	2016	MAIZ AMARILLO CASCARA IMPORTADO	961,5
MAGD	2016	MAIZ AMARILLO TRILLADO	1569
MAGD	2016	MAIZ BLANCO TRILLADO	1606,5
MAGD	2016	MANDARINA COMUN	1736,9
MAGD	2016	MANZANA ROJA IMPORTADA	4398
MAGD	2016	MARACUYA SANTANDEREANO	2843,8
MAGD	2016	MELON CANTALUP	2199,2
MAGD	2016	MORA DE CASTILLA	3118,6
MAGD	2016	NAME DIAMANTE	1522,666667
MAGD	2016	NAME ESPINO	1781,75
MAGD	2016	NARANJA COMUN	973,75
MAGD	2016	NARANJA VALENCIA	990,625
MAGD	2016	PAPA CRIOLLA LIMPIA	1600,571429
MAGD	2016	PAPA R-12 ROJA	1202,6
MAGD	2016	PAPA RUBI	1132,5
MAGD	2016	PAPA UNICA	1207,125
MAGD	2016	PAPAYA TAINUNG	1108,1
MAGD	2016	PATILLA	1076,4
MAGD	2016	PEPINO COHOMBRO	1335,7
MAGD	2016	PERA IMPORTADA	5101
MAGD	2016	PIMENTON	1955,5
MAGD	2016	PINA GOLD	1904,9
MAGD	2016	PINA PEROLERA	1241,4
MAGD	2016	PLATANO HARTON VERDE	1737,7
MAGD	2016	REMOLACHA	927,1
MAGD	2016	REPOLLO BLANCO	646,3
MAGD	2016	TOMATE CHONTO	1867,444444
MAGD	2016	TOMATE DE ARBOL	2003,4
MAGD	2016	TOMATE RIOGRANDE BUMANGUES	1569,666667
MAGD	2016	TOMATE RIOGRANDE OCANERO	1149
MAGD	2016	UVA ISABELA	3200
MAGD	2016	YUCA CRIOLLA	753,4444444
MAGD	2016	ZANAHORIA	1070,7
MAGD	2017	AHUYAMA	785,5833333
MAGD	2017	APIO	1077,833333
MAGD	2017	ARROZ DE PRIMERA	2140,833333
MAGD	2017	ARROZ DE SEGUNDA	2010,583333
MAGD	2017	ARROZ EXCELSO	2641,5
MAGD	2017	ARVEJA VERDE SECA IMPORTADA	2628,416667
MAGD	2017	BANANO CRIOLLO	455,25
MAGD	2017	CEBOLLA CABEZONA BLANCA	1925
MAGD	2017	CEBOLLA CABEZONA ROJA OCANERA	2759,666667
MAGD	2017	CEBOLLA JUNCA	1729,75
MAGD	2017	CHOCOLO MAZORCA	902,5833333
MAGD	2017	CILANTRO	2773
MAGD	2017	CIRUELA IMPORTADA	7469,444444
MAGD	2017	FRIJOL CABEZA NEGRA IMPORTADO	3640,833333
MAGD	2017	FRIJOL PALOMITO IMPORTADO	4312,916667
MAGD	2017	FRIJOL ZARAGOZA	4651,166667
MAGD	2017	GUAYABA COMUN	1365,416667
MAGD	2017	HABICHUELA	2063
MAGD	2017	LECHUGA BATAVIA	1578,916667
MAGD	2017	LENTEJA IMPORTADA	4494,666667
MAGD	2017	LIMON COMUN	1454
MAGD	2017	LIMON COMUN CIENAGA	1567,833333
MAGD	2017	LULO	3448,833333
MAGD	2017	MAIZ AMARILLO TRILLADO	1488,5
MAGD	2017	MAIZ BLANCO TRILLADO	1431,333333
MAGD	2017	MANDARINA COMUN	1603,916667
MAGD	2017	MANZANA ROJA IMPORTADA	4276,583333
MAGD	2017	MANZANA VERDE IMPORTADA	5878,666667
MAGD	2017	MARACUYA SANTANDEREANO	2677,583333
MAGD	2017	MELON CANTALUP	1976,666667
MAGD	2017	MORA DE CASTILLA	2711,166667
MAGD	2017	NAME DIAMANTE	553
MAGD	2017	NAME ESPINO	998,0833333
MAGD	2017	NARANJA COMUN	789,5555556
MAGD	2017	NARANJA VALENCIA	877,5833333
MAGD	2017	PAPA CRIOLLA LIMPIA	1908,75
MAGD	2017	PAPA R-12 ROJA	735
MAGD	2017	PAPA RUBI	744,5
MAGD	2017	PAPA UNICA	640
MAGD	2017	PAPAYA TAINUNG	995,75
MAGD	2017	PATILLA	1092,5
MAGD	2017	PEPINO COHOMBRO	1240,75
MAGD	2017	PERA IMPORTADA	4843,916667
MAGD	2017	PIMENTON	1638,833333
MAGD	2017	PINA GOLD	1720
MAGD	2017	PINA PEROLERA	1163,666667
MAGD	2017	PLATANO HARTON VERDE	1459,25
MAGD	2017	REMOLACHA	1411,916667
MAGD	2017	REPOLLO BLANCO	768,25
MAGD	2017	TOMATE CHONTO	1698,333333
MAGD	2017	TOMATE DE ARBOL	2046,75
MAGD	2017	UVA IMPORTADA	7549
MAGD	2017	YUCA CRIOLLA	663,5833333
MAGD	2017	ZANAHORIA	1608,916667
MAGD	2018	AHUYAMA	872,3333333
MAGD	2018	APIO	1307,583333
MAGD	2018	ARROZ DE PRIMERA	2065,25
MAGD	2018	ARROZ DE SEGUNDA	1903
MAGD	2018	ARROZ EXCELSO	2448
MAGD	2018	ARVEJA VERDE SECA IMPORTADA	2555
MAGD	2018	BANANO CRIOLLO	511,8333333
MAGD	2018	CEBOLLA CABEZONA BLANCA	1155,5
MAGD	2018	CEBOLLA CABEZONA ROJA	2136,888889
MAGD	2018	CEBOLLA CABEZONA ROJA OCANERA	1794
MAGD	2018	CEBOLLA JUNCA	1228,75
MAGD	2018	CHOCOLO MAZORCA	1091,416667
MAGD	2018	CILANTRO	2857,916667
MAGD	2018	CIRUELA IMPORTADA	7217
