depa	ano	culti	precio
BOLI	2023	GUAYABA PERA	3273,5
BOLI	2023	HABICHUELA	3287
BOLI	2023	LECHUGA BATAVIA	2214,75
BOLI	2023	LENTEJA IMPORTADA	7186,416667
BOLI	2023	LIMON COMUN	2568,166667
BOLI	2023	LIMON TAHITI	3263,083333
BOLI	2023	LULO	5126,583333
BOLI	2023	MAIZ AMARILLO TRILLADO	2754,083333
BOLI	2023	MAIZ BLANCO TRILLADO	3130,833333
BOLI	2023	MANDARINA COMUN	2920,125
BOLI	2023	MANGO TOMMY	3105,75
BOLI	2023	MORA DE CASTILLA	4623
BOLI	2023	NAME DIAMANTE	1835,666667
BOLI	2023	NAME ESPINO	2460,333333
BOLI	2023	NARANJA COMUN	1474,375
BOLI	2023	NARANJA VALENCIA	1674,916667
BOLI	2023	PAPA RUBI	1414,25
BOLI	2023	PAPA UNICA	1732,916667
BOLI	2023	PAPAYA TAINUNG	2354,5
BOLI	2023	PATILLA	1685,5
BOLI	2023	PEPINO COHOMBRO	1713,166667
BOLI	2023	PERA IMPORTADA	7413,5
BOLI	2023	PIMENTON	3603,125
BOLI	2023	PINA GOLD	3162,333333
BOLI	2023	PLATANO HARTON VERDE	2333
BOLI	2023	RABANO ROJO	5048
BOLI	2023	REMOLACHA	2044,416667
BOLI	2023	REPOLLO BLANCO	1601,916667
BOLI	2023	TOMATE CHONTO	2913,666667
BOLI	2023	TOMATE DE ARBOL	3187,75
BOLI	2023	TOMATE RIOGRANDE BUMANGUES	2426
BOLI	2023	UVA RED GLOBE NACIONAL	6737
BOLI	2023	YUCA CRIOLLA	1582,416667
BOLI	2023	ZANAHORIA BOGOTANA	2020,583333
BOYA	2013	ACELGA	982,8333333
BOYA	2013	AGUACATE COMUN	1964,416667
BOYA	2013	AGUACATE HASS	2590
BOYA	2013	AGUACATE PAPELILLO	3453,057143
BOYA	2013	AHUYAMA	425
BOYA	2013	AJO	3374,25641
BOYA	2013	APIO	1141
BOYA	2013	ARRACACHA AMARILLA	1114,651163
BOYA	2013	ARROZ DE PRIMERA	2005,571429
BOYA	2013	ARVEJA VERDE EN VAINA	2296,708333
BOYA	2013	ARVEJA VERDE SECA IMPORTADA	2462,857143
BOYA	2013	BANANO BOCADILLO	1562,833333
BOYA	2013	BANANO CRIOLLO	985,1052632
BOYA	2013	BANANO URABA	824,0833333
BOYA	2013	BROCOLI	1119,166667
BOYA	2013	CALABACIN	447,25
BOYA	2013	CEBOLLA CABEZONA BLANCA	667,6041667
BOYA	2013	CEBOLLA JUNCA	657,1666667
BOYA	2013	CEBOLLA JUNCA AQUITANIA	446,7741935
BOYA	2013	CHOCOLO MAZORCA	586,627907
BOYA	2013	CILANTRO	2021
BOYA	2013	CIRUELA NEGRA CHILENA	6021,916667
BOYA	2013	CIRUELA ROJA	1496,583333
BOYA	2013	COLIFLOR	1185,458333
BOYA	2013	CURUBA	870,6976744
BOYA	2013	DURAZNO IMPORTADO	5347,727273
BOYA	2013	DURAZNO NACIONAL	3030,473684
BOYA	2013	ESPINACA	2235,717391
BOYA	2013	FEIJOA	2091,666667
BOYA	2013	FRESA	3847
BOYA	2013	FRIJOL BOLON	4584,75
BOYA	2013	FRIJOL CARGAMANTO ROJO	3791,916667
BOYA	2013	FRIJOL VERDE CARGAMANTO	1595,875
BOYA	2013	FRIJOL VERDE EN VAINA	1229,513514
BOYA	2013	GARBANZO IMPORTADO	3790,25
BOYA	2013	GRANADILLA	2997,166667
BOYA	2013	GUANABANA	2961,972222
BOYA	2013	GUAYABA COMUN	742
BOYA	2013	GUAYABA PERA	1347,354167
BOYA	2013	HABA VERDE	732,25
BOYA	2013	HABICHUELA	1369,395349
BOYA	2013	KIWI	4308,625
BOYA	2013	LECHUGA BATAVIA	1024,916667
BOYA	2013	LENTEJA IMPORTADA	2157,75
BOYA	2013	LIMON COMUN	1290,791667
BOYA	2013	LIMON TAHITI	1009,25
BOYA	2013	LULO	2079,041667
BOYA	2013	MAIZ AMARILLO TRILLADO	822
BOYA	2013	MAIZ BLANCO CASCARA	1457,833333
BOYA	2013	MANDARINA ARRAYANA	1064,395833
BOYA	2013	MANDARINA COMUN	1324,583333
BOYA	2013	MANGO COMUN	1003,142857
BOYA	2013	MANGO DE AZUCAR	1634,75
BOYA	2013	MANGO MANZANO	1466,272727
BOYA	2013	MANGO REINA	988,3333333
BOYA	2013	MANGO TOMMY	1661,680851
BOYA	2013	MANZANA NACIONAL	1454,25
BOYA	2013	MANZANA ROJA IMPORTADA	3392,583333
BOYA	2013	MANZANA ROYAL GALA IMPORTADA	3324,375
BOYA	2013	MANZANA VERDE IMPORTADA	3621,833333
BOYA	2013	MARACUYA	1964,708333
BOYA	2013	MELON CANTALUP	1664,083333
BOYA	2013	MORA DE CASTILLA	2099,75
BOYA	2013	NARANJA COMUN	352,75
BOYA	2013	NARANJA VALENCIA	725,0833333
BOYA	2013	PAPA CRIOLLA LIMPIA	1113,111111
BOYA	2013	PAPA CRIOLLA SUCIA	724,4736842
BOYA	2013	PAPA PARDA PASTUSA	618,1666667
BOYA	2013	PAPA R-12 NEGRA	295
BOYA	2013	PAPA R-12 ROJA	408,2916667
BOYA	2013	PAPA SABANERA	503
BOYA	2013	PAPA SUPREMA	477,25
BOYA	2013	PAPA TOCARRENA	674,7272727
BOYA	2013	PAPA UNICA	363,6666667
BOYA	2013	PAPAYA HAWAIANA	1023,465116
BOYA	2013	PAPAYA MARADOL	761,1041667
BOYA	2013	PATILLA	592
BOYA	2013	PEPINO COHOMBRO	726,5882353
BOYA	2013	PEPINO DE RELLENAR	786,6041667
BOYA	2013	PERA IMPORTADA	3359,3125
BOYA	2013	PERA NACIONAL	1445,222222
BOYA	2013	PEREJIL	1856,046512
BOYA	2013	PIMENTON	1350,372093
BOYA	2013	PINA GOLD	1897,416667
BOYA	2013	PINA PEROLERA	867,0625
BOYA	2013	PITAHAYA	5039,333333
BOYA	2013	PLATANO GUINEO	522,6666667
BOYA	2013	PLATANO HARTON MADURO	1084,333333
BOYA	2013	PLATANO HARTON VERDE	895,0888889
BOYA	2013	REMOLACHA	745,1041667
BOYA	2013	REPOLLO BLANCO	397,75
BOYA	2013	REPOLLO VERDE	501,8333333
BOYA	2013	TANGELO	1259
BOYA	2013	TOMATE CHONTO	1203,166667
BOYA	2013	TOMATE DE ARBOL	1704,729167
BOYA	2013	TOMATE LARGA VIDA	1176,333333
BOYA	2013	TOMATE RIOGRANDE	1227,208333
BOYA	2013	UCHUVA CON CASCARA	2318,875
BOYA	2013	UVA IMPORTADA	5986,5625
BOYA	2013	UVA ISABELA	2536,75
BOYA	2013	UVA NEGRA	2533,72
BOYA	2013	UVA RED GLOBE NACIONAL	2810
BOYA	2013	UVA ROJA	2960,208333
BOYA	2013	UVA VERDE	2778,540541
BOYA	2013	YUCA CRIOLLA	793,7916667
BOYA	2013	YUCA LLANERA	787,0416667
BOYA	2013	ZANAHORIA	887,9791667
BOYA	2013	ZAPOTE	1742,666667
BOYA	2014	ACELGA	1039,0625
BOYA	2014	AGUACATE COMUN	2415,166667
BOYA	2014	AGUACATE HASS	2804,941176
BOYA	2014	AGUACATE PAPELILLO	3617,439024
BOYA	2014	AHUYAMA	472,1944444
BOYA	2014	AJO	3312,191489
BOYA	2014	APIO	1093,166667
BOYA	2014	ARRACACHA AMARILLA	764,6041667
BOYA	2014	ARROZ DE PRIMERA	2004
BOYA	2014	ARVEJA VERDE EN VAINA	2286,916667
BOYA	2014	ARVEJA VERDE SECA IMPORTADA	2104,083333
BOYA	2014	BANANO BOCADILLO	1615,333333
BOYA	2014	BANANO CRIOLLO	1067,5
BOYA	2014	BANANO URABA	884,1041667
BOYA	2014	BROCOLI	1134,5625
BOYA	2014	CALABACIN	478,6
BOYA	2014	CEBOLLA CABEZONA BLANCA	1058,104167
BOYA	2014	CEBOLLA JUNCA	1042,583333
BOYA	2014	CEBOLLA JUNCA AQUITANIA	715,4166667
BOYA	2014	CHOCOLO MAZORCA	677,7291667
BOYA	2014	CILANTRO	2241,791667
BOYA	2014	CIRUELA NEGRA CHILENA	6521,142857
BOYA	2014	CIRUELA ROJA	1607,666667
BOYA	2014	COLIFLOR	1189,229167
BOYA	2014	CURUBA	906,5
BOYA	2014	DURAZNO IMPORTADO	5617,888889
BOYA	2014	DURAZNO NACIONAL	3150,666667
BOYA	2014	ESPINACA	2409,5625
BOYA	2014	FEIJOA	2068,866667
BOYA	2014	FRESA	3934
BOYA	2014	FRIJOL BOLON	3532,5
BOYA	2014	FRIJOL CARGAMANTO ROJO	2941,090909
BOYA	2014	FRIJOL VERDE CARGAMANTO	1921,708333
BOYA	2014	FRIJOL VERDE EN VAINA	1539,583333
BOYA	2014	GARBANZO IMPORTADO	3387,25
BOYA	2014	GRANADILLA	2888,708333
BOYA	2014	GUANABANA	3040,611111
BOYA	2014	GUAYABA COMUN	818,8947368
BOYA	2014	GUAYABA PERA	1475,020833
BOYA	2014	HABA VERDE	811,4146341
BOYA	2014	HABICHUELA	1589,291667
BOYA	2014	KIWI	5954,521739
BOYA	2014	LECHUGA BATAVIA	1035,25
BOYA	2014	LENTEJA IMPORTADA	2220,333333
BOYA	2014	LIMON COMUN	1453,125
BOYA	2014	LIMON TAHITI	1330,583333
BOYA	2014	LULO	2598,9375
BOYA	2014	MAIZ AMARILLO TRILLADO	802,0833333
BOYA	2014	MAIZ BLANCO CASCARA	1042
BOYA	2014	MANDARINA ARRAYANA	1296,916667
BOYA	2014	MANDARINA COMUN	1425,818182
BOYA	2014	MANGO COMUN	958,75
BOYA	2014	MANGO DE AZUCAR	1476,666667
BOYA	2014	MANGO MANZANO	1234,4
BOYA	2014	MANGO REINA	1189,333333
BOYA	2014	MANGO TOMMY	1747,888889
BOYA	2014	MANZANA NACIONAL	1869,909091
BOYA	2014	MANZANA ROJA IMPORTADA	3505,291667
BOYA	2014	MANZANA ROYAL GALA IMPORTADA	3375,791667
BOYA	2014	MANZANA VERDE IMPORTADA	3593,375
BOYA	2014	MARACUYA	2226,695652
BOYA	2014	MELON CANTALUP	1819,833333
BOYA	2014	MORA DE CASTILLA	2273,208333
BOYA	2014	NARANJA COMUN	474,125
BOYA	2014	NARANJA VALENCIA	1043
BOYA	2014	PAPA BETINA	634,6363636
BOYA	2014	PAPA CRIOLLA LIMPIA	1294,083333
BOYA	2014	PAPA CRIOLLA SUCIA	822,7083333
BOYA	2014	PAPA PARDA PASTUSA	790,7291667
BOYA	2014	PAPA R-12 ROJA	617,5
BOYA	2014	PAPA SUPERIOR	769,5714286
BOYA	2014	PAPA SUPREMA	688,3611111
BOYA	2014	PAPA TOCARRENA	854,0833333
BOYA	2014	PAPA UNICA	588,7222222
BOYA	2014	PAPAYA HAWAIANA	1200,9375
BOYA	2014	PAPAYA MARADOL	991,2083333
BOYA	2014	PATILLA	665,4166667
BOYA	2014	PEPINO COHOMBRO	875,9166667
BOYA	2014	PEPINO DE RELLENAR	953,8541667
BOYA	2014	PERA IMPORTADA	3634,458333
BOYA	2014	PERA NACIONAL	1645,210526
BOYA	2014	PEREJIL	2681
BOYA	2014	PIMENTON	1290,5
BOYA	2014	PINA GOLD	1762,083333
BOYA	2014	PINA PEROLERA	879,8541667
BOYA	2014	PITAHAYA	4088,5
BOYA	2014	PLATANO GUINEO	525,8333333
BOYA	2014	PLATANO HARTON MADURO	1133,5
BOYA	2014	PLATANO HARTON VERDE	925,6666667
BOYA	2014	REMOLACHA	585,9166667
BOYA	2014	REPOLLO BLANCO	530,9166667
BOYA	2014	REPOLLO VERDE	603,7222222
BOYA	2014	TANGELO	1631,25
BOYA	2014	TOMATE CHONTO	1246,416667
BOYA	2014	TOMATE DE ARBOL	1944,041667
BOYA	2014	TOMATE LARGA VIDA	1363,444444
BOYA	2014	TOMATE RIOGRANDE	1391,333333
BOYA	2014	UCHUVA CON CASCARA	2106,043478
BOYA	2014	UVA IMPORTADA	6211,5
BOYA	2014	UVA ISABELA	2665,333333
BOYA	2014	UVA NEGRA	2614,083333
BOYA	2014	UVA ROJA	3129,875
BOYA	2014	UVA VERDE	3182,333333
BOYA	2014	YUCA CRIOLLA	767,1666667
BOYA	2014	YUCA LLANERA	658,4166667
BOYA	2014	ZANAHORIA	1013,770833
BOYA	2014	ZAPOTE	1428,6
BOYA	2015	ACELGA	1136,729167
BOYA	2015	AGUACATE COMUN	2459,888889
BOYA	2015	AGUACATE HASS	2585,75
BOYA	2015	AGUACATE PAPELILLO	3352,145833
BOYA	2015	AHUYAMA	573,8928571
BOYA	2015	AHUYAMIN SAKATA	733,7142857
BOYA	2015	AJO	3174,333333
BOYA	2015	APIO	1477,833333
BOYA	2015	ARRACACHA AMARILLA	1415,895833
BOYA	2015	ARROZ DE PRIMERA	2730,083333
BOYA	2015	ARVEJA VERDE EN VAINA	2751,208333
BOYA	2015	ARVEJA VERDE SECA IMPORTADA	2344,25
BOYA	2015	BANANO BOCADILLO	1669,166667
BOYA	2015	BANANO CRIOLLO	959,375
BOYA	2015	BANANO URABA	954,25
BOYA	2015	BROCOLI	1240,291667
BOYA	2015	CALABACIN	498,8333333
BOYA	2015	CEBOLLA CABEZONA BLANCA	1192,4375
BOYA	2015	CEBOLLA JUNCA	1051,25
BOYA	2015	CEBOLLA JUNCA AQUITANIA	780,8055556
BOYA	2015	CHOCOLO MAZORCA	960,1875
BOYA	2015	CILANTRO	2638,416667
BOYA	2015	CIRUELA IMPORTADA	7500
BOYA	2015	CIRUELA NEGRA CHILENA	6374
BOYA	2015	CIRUELA ROJA	1523,166667
BOYA	2015	COLIFLOR	1327,791667
BOYA	2015	CURUBA	917,4375
BOYA	2015	DURAZNO IMPORTADO	5595,8
BOYA	2015	DURAZNO NACIONAL	3711,375
BOYA	2015	ESPINACA	2021,291667
BOYA	2015	FEIJOA	2498,75
BOYA	2015	FRESA	4026,458333
BOYA	2015	FRIJOL BOLON	7594,333333
BOYA	2015	FRIJOL CARGAMANTO ROJO	6537,833333
BOYA	2015	FRIJOL VERDE CARGAMANTO	2556,162162
BOYA	2015	FRIJOL VERDE EN VAINA	1996,428571
BOYA	2015	GARBANZO IMPORTADO	3741,333333
BOYA	2015	GRANADILLA	2904,166667
BOYA	2015	GUANABANA	2816,065217
BOYA	2015	GUAYABA COMUN	760,9333333
BOYA	2015	GUAYABA PERA	1439,583333
BOYA	2015	HABA VERDE	1084,020833
BOYA	2015	HABICHUELA	1674,1875
BOYA	2015	KIWI	5239,318182
BOYA	2015	LECHUGA BATAVIA	1137,916667
BOYA	2015	LENTEJA IMPORTADA	3442,583333
BOYA	2015	LIMON COMUN	1461,458333
BOYA	2015	LIMON TAHITI	1330,121951
BOYA	2015	LULO	2153,0625
BOYA	2015	MAIZ AMARILLO TRILLADO	941,2727273
BOYA	2015	MAIZ BLANCO CASCARA	1555,916667
BOYA	2015	MANDARINA ARRAYANA	1285,638298
BOYA	2015	MANDARINA COMUN	1499,454545
BOYA	2015	MANGO COMUN	979
BOYA	2015	MANGO DE AZUCAR	1904,666667
BOYA	2015	MANGO MANZANO	1530,666667
BOYA	2015	MANGO REINA	1616,75
BOYA	2015	MANGO TOMMY	1968,204545
BOYA	2015	MANZANA NACIONAL	2129,6
BOYA	2015	MANZANA ROJA IMPORTADA	4260,0625
BOYA	2015	MANZANA ROYAL GALA IMPORTADA	4290,1875
BOYA	2015	MANZANA VERDE IMPORTADA	4461,729167
BOYA	2015	MARACUYA	2091,791667
BOYA	2015	MELON CANTALUP	1881,020833
BOYA	2015	MORA DE CASTILLA	2311
BOYA	2015	NARANJA COMUN	530,8333333
BOYA	2015	NARANJA VALENCIA	984,9166667
BOYA	2015	PAPA BETINA	650,4166667
BOYA	2015	PAPA CRIOLLA LIMPIA	1353,305556
BOYA	2015	PAPA CRIOLLA SUCIA	888,375
BOYA	2015	PAPA PARDA PASTUSA	903,5625
BOYA	2015	PAPA R-12 ROJA	690,9166667
BOYA	2015	PAPA SUPERIOR	844,8333333
BOYA	2015	PAPA SUPREMA	787,4722222
BOYA	2015	PAPA TOCARRENA	973,5416667
BOYA	2015	PAPA UNICA	635,3142857
BOYA	2015	PAPAYA HAWAIANA	1036,846154
BOYA	2015	PAPAYA MARADOL	833,1666667
BOYA	2015	PATILLA	706,1666667
BOYA	2015	PEPINO COHOMBRO	944,6944444
BOYA	2015	PEPINO DE RELLENAR	1120,875
BOYA	2015	PERA IMPORTADA	4061,270833
BOYA	2015	PERA NACIONAL	2096
BOYA	2015	PEREJIL	2515,9375
BOYA	2015	PIMENTON	1531,291667
BOYA	2015	PINA GOLD	1660,75
BOYA	2015	PINA PEROLERA	891,8541667
BOYA	2015	PITAHAYA	5083,833333
BOYA	2015	PLATANO GUINEO	612,2222222
BOYA	2015	PLATANO HARTON MADURO	1299,416667
BOYA	2015	PLATANO HARTON VERDE	1111,354167
BOYA	2015	REMOLACHA	934,1875
BOYA	2015	REPOLLO BLANCO	514,5833333
BOYA	2015	REPOLLO VERDE	634,0277778
BOYA	2015	TANGELO	1732,333333
BOYA	2015	TOMATE CHONTO	1372,375
BOYA	2015	TOMATE DE ARBOL	1838,8125
BOYA	2015	TOMATE LARGA VIDA	1685,282609
BOYA	2015	TOMATE RIOGRANDE	1602,5
BOYA	2015	UCHUVA CON CASCARA	1979,857143
BOYA	2015	UVA IMPORTADA	6314,333333
BOYA	2015	UVA ISABELA	2707,955556
BOYA	2015	UVA NEGRA	3295,208333
BOYA	2015	UVA ROJA	3380,416667
BOYA	2015	UVA VERDE	3488
BOYA	2015	YUCA CRIOLLA	1359,5
BOYA	2015	YUCA LLANERA	1231,958333
BOYA	2015	ZANAHORIA	1042,666667
BOYA	2015	ZAPOTE	1950,5
BOYA	2016	ACELGA	1094,125
BOYA	2016	AGUACATE COMUN	2728,777778
BOYA	2016	AGUACATE HASS	2705,392857
BOYA	2016	AGUACATE PAPELILLO	3597,145833
BOYA	2016	AHUYAMA	608,5806452
BOYA	2016	AHUYAMIN SAKATA	684,8064516
BOYA	2016	AJO	3261,470588
BOYA	2016	APIO	1185,263158
BOYA	2016	ARRACACHA AMARILLA	2305,689655
BOYA	2016	ARROZ DE PRIMERA	2788,833333
BOYA	2016	ARVEJA VERDE EN VAINA	2794,769231
BOYA	2016	ARVEJA VERDE SECA IMPORTADA	2473,666667
BOYA	2016	BANANO BOCADILLO	1479,730769
BOYA	2016	BANANO CRIOLLO	1327,290323
BOYA	2016	BANANO URABA	1152,916667
BOYA	2016	BROCOLI	1439,395833
BOYA	2016	CALABACIN	466,1578947
BOYA	2016	CEBOLLA CABEZONA BLANCA	1463,625
BOYA	2016	CEBOLLA JUNCA	1454,5
BOYA	2016	CEBOLLA JUNCA AQUITANIA	1157
BOYA	2016	CHOCOLO MAZORCA	1176,958333
BOYA	2016	CILANTRO	2865,023256
BOYA	2016	CIRUELA IMPORTADA	7132,111111
BOYA	2016	CIRUELA ROJA	1828
BOYA	2016	COLIFLOR	1459,75
BOYA	2016	CURUBA	1261,208333
BOYA	2016	DURAZNO IMPORTADO	6508,222222
BOYA	2016	DURAZNO NACIONAL	3050,548387
BOYA	2016	ESPINACA	2359,06383
BOYA	2016	FEIJOA	2680,9
BOYA	2016	FRESA	4450,979167
BOYA	2016	FRIJOL BOLON	6955,583333
BOYA	2016	FRIJOL CARGAMANTO ROJO	6244,666667
BOYA	2016	FRIJOL VERDE CARGAMANTO	2508,916667
BOYA	2016	FRIJOL VERDE EN VAINA	1862,458333
BOYA	2016	GARBANZO IMPORTADO	5627,666667
BOYA	2016	GRANADILLA	3449,333333
BOYA	2016	GUANABANA	2769,770833
BOYA	2016	GUAYABA COMUN	862,6666667
BOYA	2016	GUAYABA PERA	1518,875
BOYA	2016	HABA VERDE	1560,604167
BOYA	2016	HABICHUELA	1870,020833
BOYA	2016	KIWI	5832,058824
BOYA	2016	LECHUGA BATAVIA	1300,625
BOYA	2016	LENTEJA IMPORTADA	5435,166667
BOYA	2016	LIMON COMUN	1452,541667
BOYA	2016	LIMON TAHITI	1655,645833
BOYA	2016	LULO	3198,9375
BOYA	2016	MAIZ BLANCO CASCARA	2747,75
BOYA	2016	MANDARINA ARRAYANA	1500,979167
BOYA	2016	MANDARINA COMUN	1486,470588
BOYA	2016	MANGO COMUN	1119,111111
BOYA	2016	MANGO DE AZUCAR	2131,272727
BOYA	2016	MANGO MANZANO	1504,315789
BOYA	2016	MANGO REINA	1505,636364
BOYA	2016	MANGO TOMMY	2487,073171
BOYA	2016	MANGO YULIMA	1549,555556
BOYA	2016	MANZANA NACIONAL	2314,666667
BOYA	2016	MANZANA ROJA IMPORTADA	4637,916667
BOYA	2016	MANZANA ROYAL GALA IMPORTADA	4635,893617
BOYA	2016	MANZANA VERDE IMPORTADA	4766,354167
BOYA	2016	MARACUYA	2467,770833
BOYA	2016	MELON CANTALUP	1957,291667
BOYA	2016	MORA DE CASTILLA	2794,895833
BOYA	2016	NARANJA COMUN	511,5833333
BOYA	2016	NARANJA VALENCIA	1085,28125
BOYA	2016	PAPA BETINA	807,4166667
BOYA	2016	PAPA CRIOLLA LIMPIA	1455,44
BOYA	2016	PAPA CRIOLLA SUCIA	1505,26087
BOYA	2016	PAPA PARDA PASTUSA	1094,395833
BOYA	2016	PAPA R-12 NEGRA	626,5
BOYA	2016	PAPA R-12 ROJA	883,875
BOYA	2016	PAPA SUPERIOR	925,9259259
BOYA	2016	PAPA SUPREMA	924,3023256
BOYA	2016	PAPA TOCARRENA	1193,290323
BOYA	2016	PAPA UNICA	796,6111111
BOYA	2016	PAPAYA HAWAIANA	1041
BOYA	2016	PAPAYA MARADOL	1063,625
BOYA	2016	PATILLA	796,4166667
BOYA	2016	PEPINO COHOMBRO	1059,611111
BOYA	2016	PEPINO DE RELLENAR	1184,041667
BOYA	2016	PERA IMPORTADA	4595,625
BOYA	2016	PERA NACIONAL	2063,038462
BOYA	2016	PEREJIL	2857,979167
BOYA	2016	PIMENTON	1509,3125
BOYA	2016	PINA GOLD	1571,645161
BOYA	2016	PINA PEROLERA	917,4166667
BOYA	2016	PITAHAYA	3902,222222
BOYA	2016	PLATANO HARTON MADURO	1691,333333
BOYA	2016	PLATANO HARTON VERDE	1459,541667
BOYA	2016	REMOLACHA	825,75
BOYA	2016	REPOLLO BLANCO	617,4166667
BOYA	2016	REPOLLO VERDE	670,0833333
BOYA	2016	TANGELO	1840,5
BOYA	2016	TOMATE CHONTO	1371,875
BOYA	2016	TOMATE DE ARBOL	1988,458333
BOYA	2016	TOMATE LARGA VIDA	1812,255319
BOYA	2016	TOMATE RIOGRANDE	1670,416667
BOYA	2016	UVA IMPORTADA	7087,4375
BOYA	2016	UVA ISABELA	2990,729167
BOYA	2016	UVA NEGRA	3602,473684
BOYA	2016	UVA ROJA	3512,875
BOYA	2016	UVA VERDE	3796,583333
BOYA	2016	YUCA CRIOLLA	1194,75
BOYA	2016	YUCA LLANERA	1098,958333
BOYA	2016	ZANAHORIA	1007,333333
BOYA	2016	ZAPOTE	2174
BOYA	2017	ACELGA	1187,1875
BOYA	2017	AGUACATE COMUN	2580,7
BOYA	2017	AGUACATE HASS	2663,6
BOYA	2017	AGUACATE PAPELILLO	3804,604167
BOYA	2017	AHUYAMA	648,9722222
BOYA	2017	AHUYAMIN SAKATA	881,3055556
BOYA	2017	AJO	2900,931818
BOYA	2017	APIO	650,3541667
BOYA	2017	ARRACACHA AMARILLA	1143,291667
BOYA	2017	ARROZ DE PRIMERA	2336,25
BOYA	2017	ARVEJA VERDE EN VAINA	2885,325581
BOYA	2017	ARVEJA VERDE SECA IMPORTADA	2234,166667
BOYA	2017	BANANO BOCADILLO	1328,416667
BOYA	2017	BANANO CRIOLLO	1393,322581
BOYA	2017	BANANO URABA	1091,875
BOYA	2017	BROCOLI	1545,041667
BOYA	2017	CALABACIN	530,4
BOYA	2017	CEBOLLA CABEZONA BLANCA	1599,4375
BOYA	2017	CEBOLLA JUNCA	2009,3
BOYA	2017	CEBOLLA JUNCA AQUITANIA	1319,487179
BOYA	2017	CHOCOLO MAZORCA	1019,6875
BOYA	2017	CILANTRO	2577,365854
BOYA	2017	CIRUELA IMPORTADA	6939,8
BOYA	2017	CIRUELA ROJA	1686,416667
BOYA	2017	COLIFLOR	1604,041667
BOYA	2017	CURUBA	1273,108696
BOYA	2017	DURAZNO IMPORTADO	6524,75
BOYA	2017	DURAZNO NACIONAL	2179,096774
BOYA	2017	ESPINACA	2324,466667
BOYA	2017	FEIJOA	2363,909091
BOYA	2017	FRESA	4137,4375
BOYA	2017	FRIJOL BOLON	4746,916667
BOYA	2017	FRIJOL CARGAMANTO ROJO	3901,4
BOYA	2017	FRIJOL VERDE CARGAMANTO	2083,520833
BOYA	2017	FRIJOL VERDE EN VAINA	1552,083333
BOYA	2017	GARBANZO IMPORTADO	6297,083333
BOYA	2017	GRANADILLA	4177,354167
BOYA	2017	GUANABANA	2456,3125
BOYA	2017	GUAYABA COMUN	925,0833333
BOYA	2017	GUAYABA PERA	1215,520833
BOYA	2017	HABA VERDE	914,875
BOYA	2017	HABICHUELA	1828,9375
BOYA	2017	KIWI	6027,088235
BOYA	2017	LECHUGA BATAVIA	1169,791667
BOYA	2017	LENTEJA IMPORTADA	4758,583333
BOYA	2017	LIMON COMUN	1551,294118
BOYA	2017	LIMON TAHITI	1740,622222
BOYA	2017	LULO	2498,979167
BOYA	2017	MAIZ BLANCO CASCARA	1142,666667
BOYA	2017	MAIZ BLANCO TRILLADO	1243,333333
BOYA	2017	MANDARINA ARRAYANA	1258,130435
BOYA	2017	MANDARINA COMUN	1347
BOYA	2017	MANGO COMUN	1023
BOYA	2017	MANGO DE AZUCAR	1534,692308
BOYA	2017	MANGO MANZANO	1459,12
BOYA	2017	MANGO REINA	1335,153846
BOYA	2017	MANGO TOMMY	2192,325581
BOYA	2017	MANGO YULIMA	1389,933333
BOYA	2017	MANZANA NACIONAL	2334,733333
BOYA	2017	MANZANA ROJA IMPORTADA	4566
BOYA	2017	MANZANA ROYAL GALA IMPORTADA	4454,395833
BOYA	2017	MANZANA VERDE IMPORTADA	5556,958333
BOYA	2017	MARACUYA	2173,3125
BOYA	2017	MELON CANTALUP	2120
BOYA	2017	MORA DE CASTILLA	2233,875
BOYA	2017	NARANJA COMUN	569,5454545
BOYA	2017	NARANJA VALENCIA	1013,222222
BOYA	2017	PAPA BETINA	465,5833333
BOYA	2017	PAPA CRIOLLA LIMPIA	1287,638889
BOYA	2017	PAPA CRIOLLA SUCIA	871,0416667
BOYA	2017	PAPA PARDA PASTUSA	658,2916667
BOYA	2017	PAPA R-12 ROJA	507,0555556
BOYA	2017	PAPA SUPERIOR	630
BOYA	2017	PAPA SUPREMA	544,7708333
BOYA	2017	PAPA TOCARRENA	826,7714286
BOYA	2017	PAPA UNICA	432,0689655
BOYA	2017	PAPAYA HAWAIANA	1050
BOYA	2017	PAPAYA MARADOL	904,5416667
BOYA	2017	PATILLA	766,3333333
BOYA	2017	PEPINO COHOMBRO	966,7777778
BOYA	2017	PEPINO DE RELLENAR	1010,083333
BOYA	2017	PERA IMPORTADA	4605,645833
BOYA	2017	PERA NACIONAL	1988,535714
BOYA	2017	PEREJIL	3099,744186
BOYA	2017	PIMENTON	1535,25
BOYA	2017	PINA GOLD	1337
BOYA	2017	PINA PEROLERA	791,8125
BOYA	2017	PITAHAYA	4945,785714
BOYA	2017	PLATANO HARTON MADURO	1002,583333
BOYA	2017	PLATANO HARTON VERDE	917,3125
BOYA	2017	REMOLACHA	1232,020833
BOYA	2017	REPOLLO BLANCO	597
BOYA	2017	REPOLLO VERDE	593,4722222
BOYA	2017	TANGELO	1749,5
BOYA	2017	TOMATE CHONTO	1440,533333
BOYA	2017	TOMATE DE ARBOL	1764,520833
BOYA	2017	TOMATE LARGA VIDA	1862,25
