depa	ano	tipo	precio
NARI	2019	ARRENDAMIENTO	1389724,32
NARI	2019	FERTILIZANTE	48866,53
NARI	2019	FUNGICIDA	18983,96
NARI	2019	HERBICIDA	27281,42
NARI	2019	INSECTICIDA	25275,29
NARI	2019	RIEGO	4500,00
NARI	2020	ARRENDAMIENTO	1395607,24
NARI	2020	FERTILIZANTE	51084,66
NARI	2020	FUNGICIDA	18958,00
NARI	2020	HERBICIDA	28968,45
NARI	2020	INSECTICIDA	27790,62
NARI	2020	RIEGO	4500,00
NOSA	2013	ARRENDAMIENTO	1092361,17
NOSA	2013	FERTILIZANTE	27729,20
NOSA	2013	FUNGICIDA	16632,89
NOSA	2013	HERBICIDA	24424,51
NOSA	2013	INSECTICIDA	25097,62
NOSA	2013	RIEGO	26406,50
NOSA	2014	ARRENDAMIENTO	1049166,71
NOSA	2014	FERTILIZANTE	25281,41
NOSA	2014	FUNGICIDA	16109,09
NOSA	2014	HERBICIDA	22937,02
NOSA	2014	INSECTICIDA	26516,48
NOSA	2014	RIEGO	18528,75
NOSA	2015	ARRENDAMIENTO	856315,79
NOSA	2015	FERTILIZANTE	30785,80
NOSA	2015	FUNGICIDA	16432,86
NOSA	2015	HERBICIDA	23387,35
NOSA	2015	INSECTICIDA	26633,07
NOSA	2015	RIEGO	20013,50
NOSA	2016	ARRENDAMIENTO	909090,91
NOSA	2016	FERTILIZANTE	30481,04
NOSA	2016	FUNGICIDA	17958,48
NOSA	2016	HERBICIDA	23903,92
NOSA	2016	INSECTICIDA	26513,14
NOSA	2016	RIEGO	22008,25
NOSA	2017	ARRENDAMIENTO	990350,84
NOSA	2017	FERTILIZANTE	34091,57
NOSA	2017	FUNGICIDA	18228,23
NOSA	2017	HERBICIDA	26494,82
NOSA	2017	INSECTICIDA	25681,24
NOSA	2017	RIEGO	24203,50
NOSA	2018	ARRENDAMIENTO	1175000,00
NOSA	2018	FERTILIZANTE	37554,19
NOSA	2018	FUNGICIDA	18641,25
NOSA	2018	HERBICIDA	29951,94
NOSA	2018	INSECTICIDA	26299,84
NOSA	2018	RIEGO	25152,50
NOSA	2019	ARRENDAMIENTO	1165000,00
NOSA	2019	FERTILIZANTE	41452,48
NOSA	2019	FUNGICIDA	19269,58
NOSA	2019	HERBICIDA	29840,84
NOSA	2019	INSECTICIDA	27193,00
NOSA	2019	RIEGO	29807,00
NOSA	2020	ARRENDAMIENTO	1215833,38
NOSA	2020	FERTILIZANTE	44449,54
NOSA	2020	FUNGICIDA	19120,94
NOSA	2020	HERBICIDA	31628,45
NOSA	2020	INSECTICIDA	28960,34
NOSA	2020	RIEGO	27964,88
PUTU	2016	ARRENDAMIENTO	1211111,00
PUTU	2016	FERTILIZANTE	46742,66
PUTU	2016	FUNGICIDA	18620,33
PUTU	2016	HERBICIDA	27288,17
PUTU	2016	INSECTICIDA	23600,62
PUTU	2017	ARRENDAMIENTO	1193750,00
PUTU	2017	FERTILIZANTE	53032,85
PUTU	2017	FUNGICIDA	20338,76
PUTU	2017	HERBICIDA	25478,98
PUTU	2017	INSECTICIDA	25428,00
PUTU	2018	ARRENDAMIENTO	1216666,75
PUTU	2018	FERTILIZANTE	51863,96
PUTU	2018	FUNGICIDA	20296,54
PUTU	2018	HERBICIDA	28711,91
PUTU	2018	INSECTICIDA	23646,46
PUTU	2019	ARRENDAMIENTO	1205416,88
PUTU	2019	FERTILIZANTE	50474,07
PUTU	2019	FUNGICIDA	19547,49
PUTU	2019	HERBICIDA	27965,42
PUTU	2019	INSECTICIDA	25409,32
PUTU	2020	ARRENDAMIENTO	1021666,63
PUTU	2020	FERTILIZANTE	56040,36
PUTU	2020	FUNGICIDA	19728,13
PUTU	2020	HERBICIDA	27866,45
PUTU	2020	INSECTICIDA	26740,42
QUIN	2013	ARRENDAMIENTO	62045,36
QUIN	2013	FERTILIZANTE	43191,31
QUIN	2013	FUNGICIDA	16933,93
QUIN	2013	HERBICIDA	25708,02
QUIN	2013	INSECTICIDA	23134,64
QUIN	2014	FERTILIZANTE	37782,12
QUIN	2014	FUNGICIDA	16560,06
QUIN	2014	HERBICIDA	23743,51
QUIN	2014	INSECTICIDA	27327,66
QUIN	2015	ARRENDAMIENTO	132222,25
QUIN	2015	FERTILIZANTE	32208,51
QUIN	2015	FUNGICIDA	16540,56
QUIN	2015	HERBICIDA	26499,21
QUIN	2015	INSECTICIDA	23603,83
QUIN	2016	ARRENDAMIENTO	178394,40
QUIN	2016	FERTILIZANTE	40136,73
QUIN	2016	FUNGICIDA	18587,95
QUIN	2016	HERBICIDA	33087,45
QUIN	2016	INSECTICIDA	23900,14
QUIN	2017	ARRENDAMIENTO	177319,81
QUIN	2017	FERTILIZANTE	38165,04
QUIN	2017	FUNGICIDA	20003,75
QUIN	2017	HERBICIDA	37546,69
QUIN	2017	INSECTICIDA	23476,89
QUIN	2018	ARRENDAMIENTO	210903,41
QUIN	2018	FERTILIZANTE	40129,68
QUIN	2018	FUNGICIDA	19829,03
QUIN	2018	HERBICIDA	33612,51
QUIN	2018	INSECTICIDA	23341,53
QUIN	2019	ARRENDAMIENTO	246222,03
QUIN	2019	FERTILIZANTE	48244,01
QUIN	2019	FUNGICIDA	19900,27
QUIN	2019	HERBICIDA	39079,19
QUIN	2019	INSECTICIDA	24104,56
QUIN	2020	ARRENDAMIENTO	247544,25
QUIN	2020	FERTILIZANTE	45939,28
QUIN	2020	FUNGICIDA	20019,03
QUIN	2020	HERBICIDA	40234,97
QUIN	2020	INSECTICIDA	20222,34
RISA	2013	ARRENDAMIENTO	57500,00
RISA	2013	FERTILIZANTE	28683,37
RISA	2013	FUNGICIDA	17508,41
RISA	2013	HERBICIDA	24561,29
RISA	2013	INSECTICIDA	21871,39
RISA	2013	RIEGO	25000,00
RISA	2014	FERTILIZANTE	23967,83
RISA	2014	FUNGICIDA	17396,17
RISA	2014	HERBICIDA	22910,74
RISA	2014	INSECTICIDA	20464,38
RISA	2014	RIEGO	17000,00
RISA	2015	ARRENDAMIENTO	62500,00
RISA	2015	FERTILIZANTE	27474,70
RISA	2015	FUNGICIDA	18206,61
RISA	2015	HERBICIDA	24139,10
RISA	2015	INSECTICIDA	21071,19
RISA	2015	RIEGO	17000,00
RISA	2016	ARRENDAMIENTO	62500,00
RISA	2016	FERTILIZANTE	32038,53
RISA	2016	FUNGICIDA	20064,26
RISA	2016	HERBICIDA	26707,20
RISA	2016	INSECTICIDA	24282,53
RISA	2016	RIEGO	17000,00
RISA	2017	ARRENDAMIENTO	67500,00
RISA	2017	FERTILIZANTE	31060,31
RISA	2017	FUNGICIDA	20704,01
RISA	2017	HERBICIDA	27664,95
RISA	2017	INSECTICIDA	25421,91
RISA	2017	RIEGO	17000,00
RISA	2018	ARRENDAMIENTO	200000,00
RISA	2018	FERTILIZANTE	34970,26
RISA	2018	FUNGICIDA	20900,80
RISA	2018	HERBICIDA	31038,47
RISA	2018	INSECTICIDA	25610,81
RISA	2018	RIEGO	20000,00
RISA	2019	ARRENDAMIENTO	480000,00
RISA	2019	FERTILIZANTE	34263,89
RISA	2019	FUNGICIDA	21166,65
RISA	2019	HERBICIDA	30758,16
RISA	2019	INSECTICIDA	27185,33
RISA	2019	RIEGO	20000,00
RISA	2020	ARRENDAMIENTO	505000,00
RISA	2020	FERTILIZANTE	28635,47
RISA	2020	FUNGICIDA	21040,69
RISA	2020	HERBICIDA	33401,33
RISA	2020	INSECTICIDA	27980,21
RISA	2020	RIEGO	20000,00
SANT	2013	ARRENDAMIENTO	1300000,00
SANT	2013	FERTILIZANTE	44524,25
SANT	2013	FUNGICIDA	18049,93
SANT	2013	HERBICIDA	28808,36
SANT	2013	INSECTICIDA	22489,59
SANT	2014	ARRENDAMIENTO	564444,67
SANT	2014	FERTILIZANTE	37844,35
SANT	2014	FUNGICIDA	17638,41
SANT	2014	HERBICIDA	26588,06
SANT	2014	INSECTICIDA	22444,99
SANT	2015	ARRENDAMIENTO	767733,33
SANT	2015	FERTILIZANTE	46444,42
SANT	2015	FUNGICIDA	18130,85
SANT	2015	HERBICIDA	27733,76
SANT	2015	INSECTICIDA	21477,44
SANT	2016	ARRENDAMIENTO	1222727,46
SANT	2016	FERTILIZANTE	54956,45
SANT	2016	FUNGICIDA	19289,57
SANT	2016	HERBICIDA	29247,48
SANT	2016	INSECTICIDA	20094,19
SANT	2017	ARRENDAMIENTO	768472,25
SANT	2017	FERTILIZANTE	53842,65
SANT	2017	FUNGICIDA	19754,28
SANT	2017	HERBICIDA	29298,30
SANT	2017	INSECTICIDA	22034,58
SANT	2018	ARRENDAMIENTO	919791,60
SANT	2018	FERTILIZANTE	57507,40
SANT	2018	FUNGICIDA	20028,69
SANT	2018	HERBICIDA	31359,43
SANT	2018	INSECTICIDA	22332,00
SANT	2019	ARRENDAMIENTO	942248,07
SANT	2019	FERTILIZANTE	64831,83
SANT	2019	FUNGICIDA	21197,50
SANT	2019	HERBICIDA	34363,40
SANT	2019	INSECTICIDA	25071,24
SANT	2020	ARRENDAMIENTO	902261,93
SANT	2020	FERTILIZANTE	71234,94
SANT	2020	FUNGICIDA	21452,56
SANT	2020	HERBICIDA	35027,02
SANT	2020	INSECTICIDA	25668,73
SUCR	2013	ARRENDAMIENTO	380000,00
SUCR	2013	FERTILIZANTE	9138,89
SUCR	2013	FUNGICIDA	22523,71
SUCR	2013	HERBICIDA	25737,48
SUCR	2013	INSECTICIDA	18687,25
SUCR	2014	ARRENDAMIENTO	342500,00
SUCR	2014	FERTILIZANTE	22412,96
SUCR	2014	FUNGICIDA	20111,00
SUCR	2014	HERBICIDA	25638,25
SUCR	2014	INSECTICIDA	13833,98
SUCR	2015	ARRENDAMIENTO	337500,00
SUCR	2015	FERTILIZANTE	40474,18
SUCR	2015	FUNGICIDA	11257,45
SUCR	2015	HERBICIDA	29198,25
SUCR	2015	INSECTICIDA	17167,52
SUCR	2016	ARRENDAMIENTO	457142,86
SUCR	2016	FERTILIZANTE	28349,85
SUCR	2016	FUNGICIDA	18732,31
SUCR	2016	HERBICIDA	30599,81
SUCR	2016	INSECTICIDA	15373,51
SUCR	2017	ARRENDAMIENTO	581666,64
SUCR	2017	FERTILIZANTE	13477,82
SUCR	2017	FUNGICIDA	22759,62
SUCR	2017	HERBICIDA	32666,30
SUCR	2017	INSECTICIDA	15111,13
SUCR	2018	ARRENDAMIENTO	600000,00
SUCR	2018	FERTILIZANTE	47244,86
SUCR	2018	FUNGICIDA	22970,00
SUCR	2018	HERBICIDA	35066,53
SUCR	2018	INSECTICIDA	15818,63
SUCR	2019	ARRENDAMIENTO	544000,00
SUCR	2019	FERTILIZANTE	54326,96
SUCR	2019	FUNGICIDA	20351,58
SUCR	2019	HERBICIDA	37065,52
SUCR	2019	INSECTICIDA	16532,57
SUCR	2020	ARRENDAMIENTO	564166,67
SUCR	2020	FERTILIZANTE	58035,36
SUCR	2020	FUNGICIDA	21250,67
SUCR	2020	HERBICIDA	37941,90
SUCR	2020	INSECTICIDA	17865,84
TOLI	2013	ARRENDAMIENTO	1029884,22
TOLI	2013	FERTILIZANTE	47103,46
TOLI	2013	FUNGICIDA	18720,53
TOLI	2013	HERBICIDA	26227,63
TOLI	2013	INSECTICIDA	26744,11
TOLI	2013	RIEGO	35893,60
TOLI	2014	ARRENDAMIENTO	1157592,56
TOLI	2014	FERTILIZANTE	47402,88
TOLI	2014	FUNGICIDA	19627,97
TOLI	2014	HERBICIDA	31804,05
TOLI	2014	INSECTICIDA	25406,41
TOLI	2014	RIEGO	33378,75
TOLI	2015	ARRENDAMIENTO	1209649,05
TOLI	2015	FERTILIZANTE	49325,67
TOLI	2015	FUNGICIDA	18991,45
TOLI	2015	HERBICIDA	26530,40
TOLI	2015	INSECTICIDA	26112,03
TOLI	2015	RIEGO	45902,64
TOLI	2016	ARRENDAMIENTO	1528571,28
TOLI	2016	FERTILIZANTE	41915,55
TOLI	2016	FUNGICIDA	19059,22
TOLI	2016	HERBICIDA	32190,00
TOLI	2016	INSECTICIDA	27255,13
TOLI	2016	RIEGO	49578,95
TOLI	2017	ARRENDAMIENTO	1423055,58
TOLI	2017	FERTILIZANTE	42189,46
TOLI	2017	FUNGICIDA	20302,64
TOLI	2017	HERBICIDA	33278,44
TOLI	2017	INSECTICIDA	29657,69
TOLI	2017	RIEGO	54974,64
TOLI	2018	ARRENDAMIENTO	1575238,14
TOLI	2018	FERTILIZANTE	46185,46
TOLI	2018	FUNGICIDA	20575,20
TOLI	2018	HERBICIDA	34994,82
TOLI	2018	INSECTICIDA	29149,91
TOLI	2018	RIEGO	50931,08
TOLI	2019	ARRENDAMIENTO	1464473,63
TOLI	2019	FERTILIZANTE	53849,52
TOLI	2019	FUNGICIDA	20761,75
TOLI	2019	HERBICIDA	36977,97
TOLI	2019	INSECTICIDA	29967,84
TOLI	2019	RIEGO	36988,86
TOLI	2020	ARRENDAMIENTO	1602368,53
TOLI	2020	FERTILIZANTE	53473,56
TOLI	2020	FUNGICIDA	21223,90
TOLI	2020	HERBICIDA	34664,17
TOLI	2020	INSECTICIDA	31167,72
TOLI	2020	RIEGO	39144,86
VALL	2013	ARRENDAMIENTO	368476,14
VALL	2013	FERTILIZANTE	39568,92
VALL	2013	FUNGICIDA	16539,77
VALL	2013	HERBICIDA	24503,73
VALL	2013	INSECTICIDA	22840,50
VALL	2013	RIEGO	47,00
VALL	2014	ARRENDAMIENTO	557777,67
VALL	2014	FERTILIZANTE	41993,67
VALL	2014	FUNGICIDA	17162,73
VALL	2014	HERBICIDA	28583,64
VALL	2014	INSECTICIDA	21744,25
VALL	2014	RIEGO	20156,75
VALL	2015	ARRENDAMIENTO	466166,70
VALL	2015	FERTILIZANTE	49834,61
VALL	2015	FUNGICIDA	18234,91
VALL	2015	HERBICIDA	27540,40
VALL	2015	INSECTICIDA	22567,98
VALL	2015	RIEGO	27664,67
VALL	2016	ARRENDAMIENTO	344416,65
VALL	2016	FERTILIZANTE	46078,42
VALL	2016	FUNGICIDA	19856,11
VALL	2016	HERBICIDA	29661,27
VALL	2016	INSECTICIDA	23501,80
VALL	2016	RIEGO	29048,00
VALL	2017	ARRENDAMIENTO	383250,06
VALL	2017	FERTILIZANTE	40590,26
VALL	2017	FUNGICIDA	20750,57
VALL	2017	HERBICIDA	34606,81
VALL	2017	INSECTICIDA	25111,36
VALL	2017	RIEGO	30500,67
VALL	2018	ARRENDAMIENTO	441113,14
VALL	2018	FERTILIZANTE	42968,21
VALL	2018	FUNGICIDA	20751,81
VALL	2018	HERBICIDA	36786,96
VALL	2018	INSECTICIDA	25672,10
VALL	2018	RIEGO	32794,00
VALL	2019	ARRENDAMIENTO	380743,08
VALL	2019	FERTILIZANTE	47813,97
VALL	2019	FUNGICIDA	21290,66
VALL	2019	HERBICIDA	37666,18
VALL	2019	INSECTICIDA	27335,27
VALL	2019	RIEGO	40389,67
VALL	2020	ARRENDAMIENTO	389509,00
VALL	2020	FERTILIZANTE	49138,06
VALL	2020	FUNGICIDA	21698,56
VALL	2020	HERBICIDA	39062,53
VALL	2020	INSECTICIDA	28154,63
VALL	2020	RIEGO	40375,00
