depa	ano	culti	ar.semb	ar.cose	produ	rendi
ANTI	2009	CILANTRO	6,857142857	6,857142857	40,85714286	5,285714286
ANTI	2009	CITRICOS	29,33333333	17,66666667	182,8333333	11,75833333
ANTI	2009	COCO	41	41	243	6
ANTI	2009	COL	16	16	80	5
ANTI	2009	COLIFLOR	4	4	93,33333333	23,66666667
ANTI	2009	COROZO	11	11	29	2,6
ANTI	2009	CURUBA	26	22	106	4,8
ANTI	2009	ESPARRAGO	1	1	1	1
ANTI	2009	ESPINACA	11	11	177	15
ANTI	2009	FRESA	13	13	91	7
ANTI	2009	FRIJOL	33,71532847	29,02189781	31,51094891	1,054160584
ANTI	2009	GRANADILLA	30,33333333	8,166666667	104	12,33333333
ANTI	2009	GUANABANA	37,625	36	124,125	4,04375
ANTI	2009	GUAYABA	21	19,77777778	100,6666667	4,888888889
ANTI	2009	GULUPA	35	15	53	3,5
ANTI	2009	HABICHUELA	36,5	32,5	70,5	2,15
ANTI	2009	LECHUGA	19	19	330	16
ANTI	2009	LIMA	21,14285714	13,57142857	175,4285714	14,21428571
ANTI	2009	LIMON	46,16666667	42	254,8333333	7,866666667
ANTI	2009	LULO	25,66666667	9,166666667	116,5	9,005
ANTI	2009	MAIZ	108,8666667	99,14545455	156,1575758	1,468060606
ANTI	2009	MAMONCILLO	28,5	28,5	211	8
ANTI	2009	MANDARINA	17,16666667	9	134	12,5
ANTI	2009	MANGO	42,8	40	337,8	7,658
ANTI	2009	MARACUYA	16,8	13,6	225,4	17,9
ANTI	2009	MORA	56,88235294	48,88235294	371,4705882	7,234117647
ANTI	2009	NAME	111,8888889	93,11111111	1110,888889	13,16666667
ANTI	2009	NARANJA	26,27272727	21	289,9090909	14,40909091
ANTI	2009	PALMA DE ACEITE	390	258	617,5	2,355
ANTI	2009	PAPA	94,04545455	78,56818182	1229,931818	16,39318182
ANTI	2009	PAPAYA	9,5	7	37	5,36
ANTI	2009	PEPINO COHOMBRO	5	5	75	15
ANTI	2009	PIMENTON	6,125	6	69,75	10,375
ANTI	2009	PINA	22	19,5	161	7,015
ANTI	2009	PLATANO	153,2857143	137,0649351	717,7792208	4,83025974
ANTI	2009	REMOLACHA	7,5	7,5	139,5	19,5
ANTI	2009	REPOLLO	8	7,2	212,8	29,6
ANTI	2009	TAMARINDO	17,5	17,5	54	3,255
ANTI	2009	TANGELO	39,75	27,5	440	17,5
ANTI	2009	TOMATE	8,840909091	7,931818182	146,1363636	19,37954545
ANTI	2009	TOMATE DE ARBOL	32,27272727	21,81818182	325,0909091	14,17272727
ANTI	2009	UCHUVA	18,36363636	16,63636364	249	13,56636364
ANTI	2009	UVA	1	1	1	2
ANTI	2009	YUCA	93,91666667	78,93333333	1026,566667	12,01866667
ANTI	2009	ZANAHORIA	11,8	7,4	158,6	22,2
ANTI	2009	ZAPOTE	15,75	15,75	239,75	9
ANTI	2010	AGUACATE	44,06060606	21,96969697	192,4545455	7,308484848
ANTI	2010	AHUYAMA	17,25	17,25	172,5	10
ANTI	2010	AJI	11,16666667	10,5	52,83333333	6,783333333
ANTI	2010	AJO	4	2,5	14,5	5
ANTI	2010	APIO	25,25	23,5	515,5	21,25
ANTI	2010	ARRACACHA	20,33333333	17,66666667	284,3333333	15,66666667
ANTI	2010	ARROZ	223,9210526	195,0526316	428,9210526	2,209210526
ANTI	2010	ARVEJA	38,375	35,5	59,875	1,6875
ANTI	2010	BANANITO	39,2	38,8	435,4	10,4
ANTI	2010	BANANO	39,6	33,4	314,4	8,7
ANTI	2010	BOROJO	109	74	370	5
ANTI	2010	BREVO	6,333333333	5,666666667	40,66666667	6,416666667
ANTI	2010	BROCOLI	6	6	102	17
ANTI	2010	CEBOLLA DE BULBO	6	4,5	56	8
ANTI	2010	CEBOLLA DE RAMA	11,2	9,2	195,6	19,7
ANTI	2010	CHIRIMOYA	20	20	60	3
ANTI	2010	CHONTADURO	13	13	260	20
ANTI	2010	CILANTRO	10	8,166666667	45,75	4,4
ANTI	2010	CITRICOS	27,875	25,25	297,625	11,51875
ANTI	2010	COCO	41	41	243	6
ANTI	2010	COL	14	14	70	5
ANTI	2010	COLIFLOR	5,666666667	5,166666667	117,3333333	22,5
ANTI	2010	COROZO	6	6	10	1,6
ANTI	2010	CURUBA	16,66666667	8,666666667	80,66666667	14,86666667
ANTI	2010	ESPARRAGO	1	1	1	1
ANTI	2010	ESPINACA	11	9,25	141,25	15
ANTI	2010	FRESA	14	10	57,5	4,5
ANTI	2010	FRIJOL	29,21167883	26,22627737	29,55474453	1,070364964
ANTI	2010	GRANADILLA	11,14285714	6,428571429	73	12,75714286
ANTI	2010	GUANABANA	33,14285714	30,85714286	126,1428571	5,271428571
ANTI	2010	GUAYABA	14,33333333	14,22222222	68	4,555555556
ANTI	2010	GULUPA	38	15	77	5,1
ANTI	2010	HABICHUELA	35	30	60	2
ANTI	2010	HORTALIZAS VARIAS	7,666666667	7,333333333	54	6,833333333
ANTI	2010	JATROPHA	21	21	6	0,3
ANTI	2010	LECHUGA	3,5	3	39,5	11,5625
ANTI	2010	LIMA	16,1	9,9	127,7	12,975
ANTI	2010	LIMON	36,2	31,9	205,8	8,138
ANTI	2010	LULO	18,5	13,16666667	157,0833333	9,185833333
ANTI	2010	MAIZ	110,9047619	104,5	156,9345238	1,383035714
ANTI	2010	MAMONCILLO	26,5	26,5	169	7,25
ANTI	2010	MANDARINA	27,28571429	9,857142857	153,2857143	11,85714286
ANTI	2010	MANGO	36,16666667	34	313	8,548333333
ANTI	2010	MARACUYA	29,14285714	14,42857143	240	14,38571429
ANTI	2010	MORA	57,27777778	46,27777778	389,8888889	7,438888889
ANTI	2010	NAME	92,77777778	92,55555556	1196,777778	13,5
ANTI	2010	NARANJA	19,90909091	16,09090909	177,6363636	11,59090909
ANTI	2010	PALMA DE ACEITE	361	161,6666667	461,6666667	3,03
ANTI	2010	PAPA	88,84615385	82,86538462	1140,538462	15,07115385
ANTI	2010	PAPAYA	14,33333333	12,66666667	192	11,44333333
ANTI	2010	PEPINO COHOMBRO	4,6	3,6	52,2	15
ANTI	2010	PIMENTON	7,857142857	6	68,71428571	10,71428571
ANTI	2010	PINA	9	9	42	4,7
ANTI	2010	PLATANO	161,1265823	144,4556962	794,8227848	4,946962025
ANTI	2010	REMOLACHA	5,666666667	4,5	82,66666667	15,66666667
ANTI	2010	REPOLLO	9,833333333	8,333333333	269	33,33333333
ANTI	2010	TAMARINDO	17,5	17,5	54	3,255
ANTI	2010	TANGELO	23	23	138,5	9,916666667
ANTI	2010	TOMATE	8,8	7,177777778	111,6666667	17,13355556
ANTI	2010	TOMATE DE ARBOL	34,92307692	23,92307692	370,5384615	15,19307692
ANTI	2010	UCHUVA	16	15,5	242,2	14,368
ANTI	2010	UVA	1	1	2	1,8
ANTI	2010	YUCA	100,6896552	83,60344828	1072,689655	12,09844828
ANTI	2010	ZANAHORIA	12,33333333	10,33333333	279,5	22,66666667
ANTI	2010	ZAPOTE	21,5	19	151	6,05
ANTI	2011	AGUACATE	46,3	23,675	166,45	5,9455
ANTI	2011	AHUYAMA	17,5	17,5	195	11
ANTI	2011	AJI	16,75	16,5	69,75	6,1
ANTI	2011	AJO	4	3,5	17	5
ANTI	2011	APIO	22,75	21,75	476,5	21,25
ANTI	2011	ARRACACHA	195	130	1250	17
ANTI	2011	ARROZ	212,2820513	183,2051282	379,5897436	2,014615385
ANTI	2011	ARVEJA	41,125	37,125	66,5	1,76
ANTI	2011	BANANITO	37,8	35,2	344,8	10,028
ANTI	2011	BANANO	38,83333333	34,5	290,8333333	8,416666667
ANTI	2011	BOROJO	49,66666667	39	183,6666667	5,026666667
ANTI	2011	BREVO	6,25	5,5	34	5,2625
ANTI	2011	BROCOLI	5	4,5	67,5	13,75
ANTI	2011	CEBOLLA DE BULBO	11	9,5	133	14
ANTI	2011	CEBOLLA DE RAMA	7,125	6,625	126,625	13,8275
ANTI	2011	CHIRIMOYA	18	18	50	2,78
ANTI	2011	CHONTADURO	13	12	120	10
ANTI	2011	CILANTRO	12,46153846	11,61538462	66,92307692	5,173076923
ANTI	2011	CITRICOS	51,2	42,4	488,6	10,506
ANTI	2011	COCO	25	24	134	4,75
ANTI	2011	COL	16	16	80	5
ANTI	2011	COLIFLOR	6,25	5,75	139,25	23,25
ANTI	2011	COROZO	6	5	10	2
ANTI	2011	CURUBA	12,33333333	4,333333333	75,66666667	9,333333333
ANTI	2011	ESPINACA	10,5	9,5	150	15
ANTI	2011	FRESA	20	17	119	7
ANTI	2011	FRIJOL	31,71428571	27,81954887	31,71428571	1,02887218
ANTI	2011	FRUTALES VARIOS	26	21	38	1,8
ANTI	2011	GRANADILLA	24	21	230,25	10,48
ANTI	2011	GUANABANA	31,11111111	27,22222222	96	4,07
ANTI	2011	GUAYABA	12,5	11,875	60,5	4,535
ANTI	2011	GULUPA	9,5	4	34	8,5
ANTI	2011	HABICHUELA	85	52,5	105	2
ANTI	2011	HIGUERILLA	11	11	44	4
ANTI	2011	HORTALIZAS VARIAS	3,25	2,75	14,25	5
ANTI	2011	JATROPHA	3	3	1	0,3
ANTI	2011	LECHUGA	6	6	86,5	15
ANTI	2011	LIMA	20,5	11,25	102,5	7,775
ANTI	2011	LIMON	32,25	26,66666667	176,25	7,505833333
ANTI	2011	LULO	29,73333333	13,93333333	159	9,442
ANTI	2011	MAIZ	118,554878	110,7378049	155,3597561	1,286158537
ANTI	2011	MAMONCILLO	25	25	118,5	5,1
ANTI	2011	MANDARINA	24	9,714285714	84,28571429	8,267142857
ANTI	2011	MANGO	29,57142857	27,28571429	245,2857143	7,397142857
ANTI	2011	MARACUYA	26,54545455	20,18181818	302,3636364	15,59090909
ANTI	2011	MORA	52,6875	46,375	377,1875	7,416875
ANTI	2011	NAME	135,4285714	122,2857143	1543,714286	11,57142857
ANTI	2011	NARANJA	21,88888889	18,16666667	191,0555556	10,08777778
ANTI	2011	PALMA DE ACEITE	443,3333333	168,3333333	489,6666667	2,686666667
ANTI	2011	PAPA	83,5106383	79,29787234	995,2765957	13,77914894
ANTI	2011	PAPAYA	15,66666667	14	197,3333333	12,94333333
ANTI	2011	PATILLA	7	6	90	15
ANTI	2011	PEPINO COHOMBRO	5	4,5	65	13,75
ANTI	2011	PIMENTON	8,166666667	6,5	73	10,41666667
ANTI	2011	PINA	11,75	8,5	144,5	12,015
ANTI	2011	PLATANO	160,987013	138,7012987	769,5974026	5,031298701
ANTI	2011	REMOLACHA	7,5	7,25	135,75	19,5
ANTI	2011	REPOLLO	10,75	9	212,25	22,83375
ANTI	2011	TAMARINDO	15	14	45	3,4
ANTI	2011	TANGELO	18,75	18,25	128	9,13
ANTI	2011	TOMATE	8	6,86	103,28	13,9302
ANTI	2011	TOMATE DE ARBOL	39,53846154	23,23076923	323,7692308	13,85384615
ANTI	2011	UCHUVA	17,66666667	17,11111111	234,5555556	12,63444444
ANTI	2011	UVA	1	1	2	1,8
ANTI	2011	YUCA	92,72580645	77,16129032	992,5322581	11,55064516
ANTI	2011	ZANAHORIA	18	15,125	339	21,5
ANTI	2011	ZAPOTE	22	18,25	132	5,5475
ANTI	2012	AGUACATE	38,18604651	23,8372093	185,6046512	6,562325581
ANTI	2012	AHUYAMA	18	18	216	12
ANTI	2012	AJI	15	13,6	43,8	7,12
ANTI	2012	AJO	4	3,5	17	5
ANTI	2012	APIO	22,75	22	473,75	21
ANTI	2012	ARRACACHA	133,3333333	99,66666667	944,6666667	12
ANTI	2012	ARROZ	214,625	203,525	406,85	2,126
ANTI	2012	ARVEJA	32,83333333	30,33333333	49,5	2,051666667
ANTI	2012	BANANITO	57,2	57,2	605,6	12,8
ANTI	2012	BANANO	39,3	31,7	227,1	6,95
ANTI	2012	BOROJO	26,5	22	109,5	5,35
ANTI	2012	BREVO	6,666666667	5,666666667	35,33333333	5,836666667
ANTI	2012	BROCOLI	3,6	3,4	63,6	18
ANTI	2012	CEBOLLA DE BULBO	12	10	140	14
ANTI	2012	CEBOLLA DE RAMA	8,363636364	8	149,7272727	17,41090909
ANTI	2012	CILANTRO	12,92307692	12,38461538	74,84615385	6,423076923
ANTI	2012	CITRICOS	33,75	33,75	400,75	9,375
ANTI	2012	COCO	9	9	32	3,5
ANTI	2012	COL	19	17	85	5
ANTI	2012	COLIFLOR	6,5	6,166666667	142,6666667	22,83333333
ANTI	2012	COROZO	6	6	10	1,6
ANTI	2012	CURUBA	17,42857143	8,428571429	135,5714286	15,21428571
ANTI	2012	ESPINACA	10,5	9,75	156	15
ANTI	2012	FRESA	13,33333333	11	79,33333333	13
ANTI	2012	FRIJOL	27,24342105	25,46052632	30,17105263	1,132631579
ANTI	2012	FRUTALES VARIOS	27	23	114	4,7
ANTI	2012	GRANADILLA	14,77777778	8,555555556	118,7777778	13,88888889
ANTI	2012	GUANABANA	31,9	27,9	85,7	2,31
ANTI	2012	GUAYABA	10,33333333	9,333333333	44,77777778	4,055555556
ANTI	2012	GULUPA	3	1	8	10
ANTI	2012	HABICHUELA	70	60,5	121	2
ANTI	2012	HORTALIZAS VARIAS	12,6	12,4	81,6	7,2
ANTI	2012	LECHUGA	5,916666667	5,583333333	95,16666667	15,20833333
ANTI	2012	LIMA	19,5	11,5	159	12,3275
ANTI	2012	LIMON	25,7	24,1	112,3	5,17
ANTI	2012	LULO	34,78571429	25,14285714	224,7142857	9,478571429
ANTI	2012	MAIZ	93,73619632	88,5398773	126,5398773	1,315153374
ANTI	2012	MAMONCILLO	26,5	26,5	163,5	7,1
ANTI	2012	MANDARINA	22,33333333	10,77777778	132,4444444	11,04444444
ANTI	2012	MANGO	29,42857143	29,14285714	253,7142857	7,828571429
ANTI	2012	MARACUYA	24,84615385	19,46153846	341,3846154	16,03846154
ANTI	2012	MORA	44,76190476	35,80952381	348,3333333	8,452380952
ANTI	2012	NAME	187,625	172,5	2032,125	11,875
ANTI	2012	NARANJA	33,8	21,53333333	228	10,06333333
ANTI	2012	PALMA DE ACEITE	396,25	168,25	442,25	2,405
ANTI	2012	PAPA	68,60606061	60,57575758	780,5606061	13,47575758
ANTI	2012	PAPAYA	3	3	25	10
ANTI	2012	PATILLA	6	6	93	15,5
ANTI	2012	PEPINO COHOMBRO	5,75	5	75	15
ANTI	2012	PIMENTON	7,428571429	6,714285714	76,85714286	12,42857143
ANTI	2012	PINA	10,75	5,75	91,25	13,125
ANTI	2012	PLATANO	155,7402597	139,5714286	709,4805195	4,782337662
ANTI	2012	REMOLACHA	5,5	5,166666667	84,83333333	13,16666667
ANTI	2012	REPOLLO	12,125	10,5	329,375	28
ANTI	2012	TAMARINDO	10	10	29	3
ANTI	2012	TANGELO	22,66666667	22,33333333	128	7,586666667
ANTI	2012	TOMATE	7,4	6,422222222	103,0888889	17,26444444
ANTI	2012	TOMATE DE ARBOL	29,16666667	22,91666667	282,4166667	12,625
ANTI	2012	UCHUVA	18,66666667	16,25	202,3333333	13,96166667
ANTI	2012	UVA	1	1	6	5
ANTI	2012	YUCA	71,59322034	60,52542373	747,0847458	11,21355932
ANTI	2012	ZANAHORIA	10,16666667	8,833333333	165	16,33333333
ANTI	2012	ZAPOTE	22	19	141,5	5,75
ANTI	2013	AGRAZ	1	1	1	1,6
ANTI	2013	AGUACATE	33,92156863	21,11764706	146,0196078	6,010196078
ANTI	2013	AHUYAMA	23,75	23,75	285	12
ANTI	2013	AJI	8,2	8,2	40	7,22
ANTI	2013	AJO	4	3,5	17	5
ANTI	2013	ALGARROBO	5	5	30	6
ANTI	2013	APIO	20,25	19	400,25	20,75
ANTI	2013	ARRACACHA	194	153,5	1381,5	9
ANTI	2013	ARROZ	221,5	206,3684211	449,7105263	2,126842105
ANTI	2013	ARVEJA	25,81818182	24,36363636	33,81818182	1,304545455
ANTI	2013	BANANITO	48,83333333	47,66666667	380	11
ANTI	2013	BANANO	35,8	26,5	211,2	7,25
ANTI	2013	BOROJO	32,5	16	59	5,4
ANTI	2013	BREVO	5	5	30	6
ANTI	2013	BROCOLI	14,33333333	9,666666667	209,3333333	18,66666667
ANTI	2013	CEBOLLA DE BULBO	12	10	140	14
ANTI	2013	CEBOLLA DE RAMA	15,0625	13,625	191,625	16,045
ANTI	2013	CEBOLLIN	6	6	210	35
ANTI	2013	CILANTRO	14,58333333	14	85,08333333	6,625833333
ANTI	2013	CITRICOS	32,25	31,5	398,5	9,375
ANTI	2013	COCO	9	9	32	3,5
ANTI	2013	COL	19	19	95	5
ANTI	2013	COLIFLOR	15,33333333	12,16666667	290,3333333	23
ANTI	2013	COROZO	6	6	10	1,6
ANTI	2013	CURUBA	21,42857143	15,85714286	274,1428571	13,84285714
ANTI	2013	ESPINACA	11	10	159	15
ANTI	2013	FRESA	17,4	16,4	260	17,6
ANTI	2013	FRIJOL	24,71428571	22,80519481	25,66233766	1,123506494
ANTI	2013	FRUTALES VARIOS	29	28	213	7,6
ANTI	2013	GRANADILLA	18,14285714	13,35714286	167,5	12,03571429
ANTI	2013	GUANABANA	35,27272727	26,54545455	101,6363636	4,136363636
ANTI	2013	GUAYABA	21,7	21,3	135,7	5,4
ANTI	2013	GULUPA	11,25	6	81	12
ANTI	2013	HABICHUELA	35	30,5	71	2,35
ANTI	2013	HORTALIZAS VARIAS	7,666666667	7,666666667	58	7,333333333
ANTI	2013	LECHUGA	13,5	11,66666667	223,5833333	15,41666667
ANTI	2013	LIMA	18,25	13,41666667	201,6666667	10,95166667
ANTI	2013	LIMON	28,63636364	26,72727273	163,3636364	5,827272727
ANTI	2013	LULO	23,125	18,4375	220,0625	11,6625
ANTI	2013	MAIZ	103,6787879	96,32727273	144,6727273	1,309939394
ANTI	2013	MAMONCILLO	26,5	26,5	170,5	7,3
ANTI	2013	MANDARINA	20,77777778	10,88888889	129	10,95555556
ANTI	2013	MANGO	27,57142857	27	245,2857143	7,871428571
ANTI	2013	MARACUYA	26,38461538	21,84615385	393,5384615	16,69230769
ANTI	2013	MORA	33,52173913	28	229,826087	6,434782609
ANTI	2013	NAME	143	125,8571429	1466,285714	12,14285714
ANTI	2013	NARANJA	27,68421053	20,05263158	244,1578947	11,05368421
ANTI	2013	PALMA DE ACEITE	636,25	240,25	808,25	3,18
ANTI	2013	PAPA	76,19354839	73,32258065	979	13,93629032
ANTI	2013	PAPAYA	11	11	22	2
ANTI	2013	PEPINO COHOMBRO	4,166666667	3,666666667	56,33333333	13,83333333
ANTI	2013	PIMENTON	19,42857143	18,71428571	246,8571429	11,57142857
ANTI	2013	PINA	11	10,75	173	13,125
ANTI	2013	PLATANO	179,6144578	161,7228916	941,1325301	5,149036145
ANTI	2013	REMOLACHA	6	5,5	90,5	13
ANTI	2013	REPOLLO	11,66666667	11,16666667	304,1666667	24
ANTI	2013	TAMARINDO	10	10	30	3,1
ANTI	2013	TANGELO	26,8	26,8	148,4	5,3
ANTI	2013	TOMATE	7,02173913	6,543478261	128	21,60217391
ANTI	2013	TOMATE DE ARBOL	32,21428571	25,57142857	378	15,17857143
ANTI	2013	UCHUVA	18,8	18,8	228,7	12,7
ANTI	2013	UVA	0	0	2	5
ANTI	2013	YUCA	84,07936508	74,06349206	901,5079365	10,68571429
ANTI	2013	ZANAHORIA	6,8	6,4	115,2	15,6
ANTI	2013	ZAPOTE	19,66666667	19,33333333	219	8,833333333
ANTI	2014	AGRAZ	3	2	3,5	1,5
ANTI	2014	AGUACATE	33,67924528	24,09433962	172,6981132	6,42490566
ANTI	2014	AHUYAMA	11,83333333	11,33333333	125,1666667	7,5
ANTI	2014	AJI	10,25	7,25	108,25	15,05
ANTI	2014	AJO	4	4	16	4
ANTI	2014	ALGARROBO	5	5	28	5,5
ANTI	2014	APIO	20,5	19,5	400,5	20,25
ANTI	2014	ARRACACHA	320	280	2520	9
ANTI	2014	ARROZ	224,0714286	207,7380952	460,3333333	2,254761905
ANTI	2014	ARVEJA	15,375	15,125	15,625	0,98125
ANTI	2014	BANANITO	58,5	57,66666667	548,8333333	11
ANTI	2014	BANANO	29,5	19,375	115,5	5,2875
ANTI	2014	BOROJO	38,5	13,5	52	5,3
ANTI	2014	BREVO	5,25	4,5	29	7,125
ANTI	2014	BROCOLI	20	20	380	19
ANTI	2014	CEBOLLA DE BULBO	13	12	168	14
ANTI	2014	CEBOLLA DE RAMA	10,73333333	10,73333333	179	21,73333333
ANTI	2014	CILANTRO	13,46153846	13,30769231	77,23076923	6,538461538
ANTI	2014	CITRICOS	34	34	498	11,33333333
ANTI	2014	COCO	9	9	32	3,5
ANTI	2014	COL	19	19	95	5
ANTI	2014	COLIFLOR	15	14,66666667	313,8333333	21,16666667
ANTI	2014	CURUBA	16	11,83333333	147,5	12,15
ANTI	2014	ESPINACA	12,5	11,5	177,75	14,75
ANTI	2014	FRESA	25	25	373,3333333	12,66666667
ANTI	2014	FRIJOL	21,21854305	19,74172185	21,9205298	1,092384106
ANTI	2014	FRUTALES VARIOS	32	28	213	7,6
ANTI	2014	GRANADILLA	19,73333333	14,73333333	181,8666667	12,7
ANTI	2014	GUANABANA	36,08333333	26	109,5833333	5,708333333
ANTI	2014	GUAYABA	25,875	25,625	164,375	6
ANTI	2014	GULUPA	13,6	8	97,6	11,6
ANTI	2014	HORTALIZAS VARIAS	9,5	9,5	86	9
ANTI	2014	LECHUGA	7,4	7,1	130,8	14,8
ANTI	2014	LIMA	25,90909091	15,27272727	214	10,36545455
ANTI	2014	LIMON	29,33333333	24,33333333	152,8333333	5,95
ANTI	2014	LULO	19,125	12,625	147,875	11,0125
ANTI	2014	MAIZ	119,5759494	113,2721519	177,8860759	1,414556962
ANTI	2014	MAMONCILLO	26	26	175	7,5
ANTI	2014	MANDARINA	22,6	10,5	122,1	10,66
ANTI	2014	MANGO	27	25,33333333	232	7,666666667
ANTI	2014	MARACUYA	28,76923077	22,07692308	340,3076923	15,30769231
ANTI	2014	MORA	35,65217391	32,52173913	263,3043478	6,269565217
ANTI	2014	NAME	152,1428571	145,2857143	1793,571429	12,08571429
ANTI	2014	NARANJA	23,05263158	19,36842105	230,9473684	11,17894737
ANTI	2014	PALMA DE ACEITE	649,2	252,2	789,2	2,86
ANTI	2014	PAPA	75,3559322	71,98305085	910,440678	13,68644068
ANTI	2014	PAPAYA	17	12,66666667	95,33333333	7
ANTI	2014	PATILLA	6	4	16	4
ANTI	2014	PEPINO COHOMBRO	5,75	5,5	130,125	17,4375
ANTI	2014	PIMENTON	16,77777778	16,11111111	197,6666667	10,66666667
ANTI	2014	PINA	12,33333333	11,66666667	189	12,66666667
ANTI	2014	PLATANO	165,4578313	148,5421687	810,5542169	4,948072289
ANTI	2014	REMOLACHA	6	5,666666667	91,83333333	12,83333333
ANTI	2014	REPOLLO	4	3,5	97,5	22,5
ANTI	2014	TAMARINDO	10	10	28	2,9
ANTI	2014	TANGELO	26,8	26,8	148,4	5,3
ANTI	2014	TOMATE	5,791666667	5,4375	103,1041667	20,47708333
ANTI	2014	TOMATE DE ARBOL	31	26,14285714	383,3571429	15,92857143
ANTI	2014	UCHUVA	10,22222222	9,333333333	121,7777778	13,72222222
ANTI	2014	UVA	1	1	6	4
ANTI	2014	YUCA	81,24615385	74,8	885,9692308	10,82461538
ANTI	2014	ZANAHORIA	3,5	3,5	44	14
ANTI	2014	ZAPOTE	19,66666667	19	208,6666667	8,666666667
ANTI	2015	AGRAZ	3	2	3,5	1,5
ANTI	2015	AGUACATE	37,27659574	25,21276596	176,5744681	6,488510638
ANTI	2015	AHUYAMA	22,5	22	283	13
ANTI	2015	AJI	7,333333333	6,666666667	102	14,73333333
ANTI	2015	AJO	2,5	1,5	6	4
ANTI	2015	ALGARROBO	3	3	17	5,5
ANTI	2015	APIO	18,75	16,5	351	20,5
ANTI	2015	ARRACACHA	300	290	2610	9
ANTI	2015	ARROZ	227,4390244	214,902439	425,9268293	2,486097561
ANTI	2015	ARVEJA	34,2	31,6	31	1,044
ANTI	2015	BANANITO	52,28571429	51,57142857	468,5714286	10
ANTI	2015	BANANO	28,375	25,625	115,125	6,34875
ANTI	2015	BOROJO	35	15,66666667	45	2,7
ANTI	2015	BREVO	6	6	39,25	7
ANTI	2015	BROCOLI	20	12	264	22
ANTI	2015	CEBOLLA DE BULBO	9	7,5	101,5	14
ANTI	2015	CEBOLLA DE RAMA	9,611111111	9,555555556	179,5555556	19,88888889
ANTI	2015	CILANTRO	11,4375	10,75	65,3125	6,125
ANTI	2015	CITRICOS	16	16	288	18
ANTI	2015	COCO	9	9	32	3,5
ANTI	2015	COL	19	19	95	5
ANTI	2015	COLIFLOR	15	11,83333333	270,5	21,83333333
ANTI	2015	CURUBA	15,57142857	15,57142857	207,8571429	12,7
ANTI	2015	ESPINACA	10,75	8,75	127,5	15
ANTI	2015	FRESA	19,5	19,25	264,75	15,75
ANTI	2015	FRIJOL	20,98039216	19,58823529	21,01960784	1,085947712
ANTI	2015	FRUTALES VARIOS	34	29	220	7,6
ANTI	2015	GRANADILLA	16	14,17647059	193,9411765	13,64705882
ANTI	2015	GUANABANA	44,4	29,4	124,2	6,15
ANTI	2015	GUAYABA	26,66666667	26,33333333	175,3333333	6,7
ANTI	2015	HORTALIZAS VARIAS	8	8	70,66666667	8,666666667
ANTI	2015	LECHUGA	7	4,9	93,3	15,4
ANTI	2015	LIMA	32,30769231	15,53846154	210,7692308	10,49230769
ANTI	2015	LIMON	30,91666667	26,16666667	164,25	5,825
ANTI	2015	LULO	35,04545455	26,40909091	294,1818182	10,75
ANTI	2015	MAIZ	103,5294118	97,24183007	147,9738562	1,423986928
ANTI	2015	MAMONCILLO	18,5	18,5	89	4,9
ANTI	2015	MANDARINA	22,7	9,6	110	10,54
ANTI	2015	MANGO	24,83333333	23,66666667	232,8333333	7,966666667
ANTI	2015	MARACUYA	33,0625	28,1875	449,25	13,9375
ANTI	2015	MORA	29,84	27,96	245,8	7,256
ANTI	2015	NAME	181,1428571	173,7142857	2149,571429	12,64285714
ANTI	2015	NARANJA	25,95	23,8	280,6	11,43
ANTI	2015	PALMA DE ACEITE	689,2	367,8	1274,2	3,504
ANTI	2015	PAPA	73,52307692	64,84615385	873,9384615	13,83230769
ANTI	2015	PAPAYA	21,33333333	15	123,3333333	8,666666667
ANTI	2015	PEPINO COHOMBRO	6,5	5,833333333	159,1666667	23,33333333
ANTI	2015	PIMENTON	15	14,2	181,1	12
ANTI	2015	PINA	11,75	9,75	156,25	13,125
ANTI	2015	PLATANO	165	151,9625	839,95	4,959875
ANTI	2015	REMOLACHA	5,833333333	4,833333333	68,83333333	13
ANTI	2015	REPOLLO	3,5	2,75	60,25	22,5
ANTI	2015	TAMARINDO	7,5	7,5	22,5	2,9
ANTI	2015	TANGELO	26,8	26,8	148,4	5,3
ANTI	2015	TOMATE	5,372093023	5,023255814	86	19,71860465
ANTI	2015	TOMATE DE ARBOL	29,66666667	25,8	364,9333333	14,86666667
ANTI	2015	UCHUVA	6,888888889	6,333333333	97,22222222	12,16666667
ANTI	2015	UVA	2	2	6	3
ANTI	2015	YUCA	81,12698413	75,31746032	869,1587302	10,68253968
ANTI	2015	ZANAHORIA	3,5	2,75	31,5	14
ANTI	2015	ZAPOTE	19,66666667	19	203,6666667	8,5
ANTI	2016	ACELGA	11	11	297	27
ANTI	2016	AGRAZ	2,25	1,75	4,25	2,75
ANTI	2016	AGUACATE	38,10909091	23,47272727	181,7636364	6,844727273
ANTI	2016	AHUYAMA	22,5	22	288	13
ANTI	2016	AJI	2	2	20,25	8,75
ANTI	2016	AJO	2,5	2	8	4
ANTI	2016	APIO	11,5	10,5	197,5	19
ANTI	2016	ARRACACHA	30	25	375	15
ANTI	2016	ARROZ	235,673913	221,9130435	453,1521739	2,54673913
ANTI	2016	ARVEJA	24	22,27272727	26,09090909	1,159090909
ANTI	2016	BANANITO	51,83333333	48,5	451,6666667	11,33333333
