culti	gr.culti	muni	mes	anho	precio
Guayaba pera	FRUTALES	BOGOTA	Julio	2016	2457
Limon tahiti	FRUTALES	BOGOTA	Julio	2016	962
Lulo	FRUTALES	BOGOTA	Julio	2016	3472
Mandarina	FRUTALES	BOGOTA	Julio	2016	1709
Mango Tommy	FRUTALES	BOGOTA	Julio	2016	2990
Manzana verde importada	FRUTALES	BOGOTA	Julio	2016	4950
Maracuya	FRUTALES	BOGOTA	Julio	2016	2973
Mora de Castilla	FRUTALES	BOGOTA	Julio	2016	2934
Naranja Valencia	FRUTALES	BOGOTA	Julio	2016	1060
Papaya maradol	FRUTALES	BOGOTA	Julio	2016	1943
Pinha	FRUTALES	BOGOTA	Julio	2016	943
Tomate	HORTALIZAS	BOGOTA	Julio	2016	2255
Uva red globe nacional	FRUTALES	BOGOTA	Julio	2016	5197
Arracacha	TUBERCULOS	BOGOTA	Julio	2016	4033
Papa negra	TUBERCULOS	BOGOTA	Julio	2016	1714
Papa criolla	TUBERCULOS	BOGOTA	Julio	2016	2233
Platano harton verde	TUBERCULOS	BOGOTA	Julio	2016	2615
Yuca	TUBERCULOS	BOGOTA	Julio	2016	1642
Arroz de primera	GRANOS	BOGOTA	Julio	2016	2877
Arveja verde seca importada	GRANOS	BOGOTA	Julio	2016	2190
Frijol seco	GRANOS	BOGOTA	Julio	2016	6805
Garbanzo importado	GRANOS	BOGOTA	Julio	2016	5658
Lenteja importada	GRANOS	BOGOTA	Julio	2016	5188
Maiz blanco trillado	GRANOS	BOGOTA	Julio	2016	1481
Ahuyama	HORTALIZAS	BUCARAMANGA	Julio	2016	789
Arveja verde en vaina	HORTALIZAS	BUCARAMANGA	Julio	2016	3224
Cebolla cabezona blanca	HORTALIZAS	BUCARAMANGA	Julio	2016	2435
Cebolla junca	HORTALIZAS	BUCARAMANGA	Julio	2016	2576
Chocolo mazorca	HORTALIZAS	BUCARAMANGA	Julio	2016	1072
Habichuela	HORTALIZAS	BUCARAMANGA	Julio	2016	970
Lechuga Batavia	HORTALIZAS	BUCARAMANGA	Julio	2016	1205
Pepino cohombro	HORTALIZAS	BUCARAMANGA	Julio	2016	744
Pimenton	HORTALIZAS	BUCARAMANGA	Julio	2016	2531
Remolacha	HORTALIZAS	BUCARAMANGA	Julio	2016	786
Tomate	HORTALIZAS	BUCARAMANGA	Julio	2016	2924
Zanahoria	HORTALIZAS	BUCARAMANGA	Julio	2016	1559
Aguacate	FRUTALES	BUCARAMANGA	Julio	2016	2494
Banano	FRUTALES	BUCARAMANGA	Julio	2016	1596
Coco	FRUTALES	BUCARAMANGA	Julio	2016	3333
Granadilla	FRUTALES	BUCARAMANGA	Julio	2016	3842
Guayaba pera	FRUTALES	BUCARAMANGA	Julio	2016	1517
Limon tahiti	FRUTALES	BUCARAMANGA	Julio	2016	467
Lulo	FRUTALES	BUCARAMANGA	Julio	2016	3666
Mandarina	FRUTALES	BUCARAMANGA	Julio	2016	1991
Mango Tommy	FRUTALES	BUCARAMANGA	Julio	2016	2375
Manzana verde importada	FRUTALES	BUCARAMANGA	Julio	2016	4523
Maracuya	FRUTALES	BUCARAMANGA	Julio	2016	1794
Mora de Castilla	FRUTALES	BUCARAMANGA	Julio	2016	2706
Naranja Valencia	FRUTALES	BUCARAMANGA	Julio	2016	597
Papaya maradol	FRUTALES	BUCARAMANGA	Julio	2016	1531
Pinha	FRUTALES	BUCARAMANGA	Julio	2016	684
Tomate	HORTALIZAS	BUCARAMANGA	Julio	2016	2308
Uva red globe nacional	FRUTALES	BUCARAMANGA	Julio	2016	4652
Arracacha	TUBERCULOS	BUCARAMANGA	Julio	2016	3424
Papa negra	TUBERCULOS	BUCARAMANGA	Julio	2016	1631
